street,countline_date,countline_hour,iso_dow,hour_of_week,is_weekend,total_count,pedestrian_count,cyclist_count,vehicle_count,active_countlines
Willeston St,2026-04-20,14,1,14,false,178,178,,,1
Willeston St,2026-04-20,15,1,15,false,210,210,,,1
Willeston St,2026-04-20,16,1,16,false,164,161,2,1,1
Willeston St,2026-04-20,17,1,17,false,107,105,1,1,1
Willeston St,2026-04-20,18,1,18,false,55,51,2,2,1
Willeston St,2026-04-20,19,1,19,false,45,43,,2,1
Willeston St,2026-04-20,20,1,20,false,17,17,,,1
Willeston St,2026-04-20,21,1,21,false,18,17,,1,1
Willeston St,2026-04-20,22,1,22,false,2,2,,,1
Willeston St,2026-04-20,23,1,23,false,5,5,,,1
Willeston St,2026-04-21,0,2,24,false,2,2,,,1
Willeston St,2026-04-21,1,2,25,false,3,2,1,,1
Willeston St,2026-04-21,3,2,27,false,2,2,,,1
Willeston St,2026-04-21,4,2,28,false,1,1,,,1
Willeston St,2026-04-21,5,2,29,false,4,4,,,1
Willeston St,2026-04-21,6,2,30,false,13,13,,,1
Willeston St,2026-04-21,7,2,31,false,67,67,,,1
Willeston St,2026-04-21,8,2,32,false,96,94,1,1,1
Willeston St,2026-04-21,9,2,33,false,65,64,1,,1
Willeston St,2026-04-21,10,2,34,false,99,97,1,1,1
Willeston St,2026-04-21,11,2,35,false,151,149,1,1,1
Willeston St,2026-04-21,12,2,36,false,185,185,,,1
Willeston St,2026-04-21,13,2,37,false,142,141,,1,1
Willeston St,2026-04-21,14,2,38,false,135,135,,,1
Willeston St,2026-04-21,15,2,39,false,145,140,3,2,1
Willeston St,2026-04-21,16,2,40,false,166,159,6,1,1
Willeston St,2026-04-21,17,2,41,false,152,147,3,2,1
Willeston St,2026-04-21,18,2,42,false,73,72,1,,1
Willeston St,2026-04-21,19,2,43,false,47,45,2,,1
Willeston St,2026-04-21,20,2,44,false,32,32,,,1
Willeston St,2026-04-21,21,2,45,false,21,21,,,1
Willeston St,2026-04-21,22,2,46,false,5,5,,,1
Willeston St,2026-04-21,23,2,47,false,3,3,,,1
Willeston St,2026-04-22,0,3,48,false,6,3,2,1,1
Willeston St,2026-04-22,3,3,51,false,3,3,,,1
Willeston St,2026-04-22,4,3,52,false,2,2,,,1
Willeston St,2026-04-22,5,3,53,false,4,4,,,1
Willeston St,2026-04-22,6,3,54,false,45,45,,,1
Willeston St,2026-04-22,7,3,55,false,146,144,,2,1
Willeston St,2026-04-22,8,3,56,false,293,285,3,5,1
Willeston St,2026-04-22,9,3,57,false,204,204,,,1
Willeston St,2026-04-22,10,3,58,false,220,187,32,1,1
Willeston St,2026-04-22,11,3,59,false,226,225,1,,1
Willeston St,2026-04-22,12,3,60,false,523,520,,3,1
Willeston St,2026-04-22,13,3,61,false,317,315,,2,1
Willeston St,2026-04-22,14,3,62,false,258,255,,3,1
Willeston St,2026-04-22,15,3,63,false,272,269,2,1,1
Willeston St,2026-04-22,16,3,64,false,359,356,3,,1
Willeston St,2026-04-22,17,3,65,false,396,387,6,3,1
Willeston St,2026-04-22,18,3,66,false,184,177,3,4,1
Willeston St,2026-04-22,19,3,67,false,110,109,,1,1
Willeston St,2026-04-22,20,3,68,false,90,90,,,1
Willeston St,2026-04-22,21,3,69,false,31,31,,,1
Willeston St,2026-04-22,22,3,70,false,13,13,,,1
Willeston St,2026-04-22,23,3,71,false,11,11,,,1
Willeston St,2026-04-23,0,4,72,false,8,8,,,1
Willeston St,2026-04-23,1,4,73,false,2,2,,,1
Willeston St,2026-04-23,2,4,74,false,1,1,,,1
Willeston St,2026-04-23,3,4,75,false,1,1,,,1
Willeston St,2026-04-23,5,4,77,false,6,4,1,1,1
Willeston St,2026-04-23,6,4,78,false,49,47,2,,1
Willeston St,2026-04-23,7,4,79,false,162,161,,1,1
Willeston St,2026-04-23,8,4,80,false,338,331,1,6,1
Willeston St,2026-04-23,9,4,81,false,214,210,2,2,1
Willeston St,2026-04-23,10,4,82,false,219,213,3,3,1
Willeston St,2026-04-23,11,4,83,false,284,281,,3,1
Willeston St,2026-04-23,12,4,84,false,523,521,,2,1
Willeston St,2026-04-23,13,4,85,false,424,423,,1,1
Willeston St,2026-04-23,14,4,86,false,283,278,1,4,1
Willeston St,2026-04-23,15,4,87,false,258,257,1,,1
Willeston St,2026-04-23,16,4,88,false,381,377,2,2,1
Willeston St,2026-04-23,17,4,89,false,394,393,1,,1
Willeston St,2026-04-23,18,4,90,false,182,180,,2,1
Willeston St,2026-04-23,19,4,91,false,126,122,2,2,1
Willeston St,2026-04-23,20,4,92,false,101,96,5,,1
Willeston St,2026-04-23,21,4,93,false,58,56,1,1,1
Willeston St,2026-04-23,22,4,94,false,37,36,,1,1
Willeston St,2026-04-23,23,4,95,false,14,14,,,1
Willeston St,2026-04-24,0,5,96,false,7,7,,,1
Willeston St,2026-04-24,1,5,97,false,1,1,,,1
Willeston St,2026-04-24,2,5,98,false,4,4,,,1
Willeston St,2026-04-24,3,5,99,false,1,1,,,1
Willeston St,2026-04-24,4,5,100,false,2,1,1,,1
Willeston St,2026-04-24,5,5,101,false,10,3,7,,1
Willeston St,2026-04-24,6,5,102,false,38,38,,,1
Willeston St,2026-04-24,7,5,103,false,123,121,,2,1
Willeston St,2026-04-24,8,5,104,false,257,245,6,6,1
Willeston St,2026-04-24,9,5,105,false,176,173,1,2,1
Willeston St,2026-04-24,10,5,106,false,190,187,1,2,1
Willeston St,2026-04-24,11,5,107,false,272,267,,5,1
Willeston St,2026-04-24,12,5,108,false,509,505,2,2,1
Willeston St,2026-04-24,13,5,109,false,444,441,,3,1
Willeston St,2026-04-24,14,5,110,false,322,319,1,2,1
Willeston St,2026-04-24,15,5,111,false,324,315,3,6,1
Willeston St,2026-04-24,16,5,112,false,346,338,3,5,1
Willeston St,2026-04-24,17,5,113,false,328,327,1,,1
Willeston St,2026-04-24,18,5,114,false,242,238,2,2,1
Willeston St,2026-04-24,19,5,115,false,191,188,2,1,1
Willeston St,2026-04-24,20,5,116,false,141,134,5,2,1
Willeston St,2026-04-24,21,5,117,false,126,118,2,6,1
Willeston St,2026-04-24,22,5,118,false,57,53,2,2,1
Willeston St,2026-04-24,23,5,119,false,25,24,1,,1
Willeston St,2026-04-25,0,6,120,true,13,13,,,1
Willeston St,2026-04-25,1,6,121,true,10,10,,,1
Willeston St,2026-04-25,3,6,123,true,10,9,,1,1
Willeston St,2026-04-25,4,6,124,true,2,2,,,1
Willeston St,2026-04-25,5,6,125,true,7,6,,1,1
Willeston St,2026-04-25,6,6,126,true,9,5,4,,1
Willeston St,2026-04-25,7,6,127,true,25,23,,2,1
Willeston St,2026-04-25,8,6,128,true,30,28,2,,1
Willeston St,2026-04-25,9,6,129,true,66,64,,2,1
Willeston St,2026-04-25,10,6,130,true,150,147,2,1,1
Willeston St,2026-04-25,11,6,131,true,244,240,,4,1
Willeston St,2026-04-25,12,6,132,true,287,283,1,3,1
Willeston St,2026-04-25,13,6,133,true,402,394,1,7,1
Willeston St,2026-04-25,14,6,134,true,383,374,1,8,1
Willeston St,2026-04-25,15,6,135,true,393,385,2,6,1
Willeston St,2026-04-25,16,6,136,true,326,320,1,5,1
Willeston St,2026-04-25,17,6,137,true,378,372,4,2,1
Willeston St,2026-04-25,18,6,138,true,480,467,2,11,1
Willeston St,2026-04-25,19,6,139,true,285,283,,2,1
Willeston St,2026-04-25,20,6,140,true,82,79,1,2,1
Willeston St,2026-04-25,21,6,141,true,51,47,2,2,1
Willeston St,2026-04-25,22,6,142,true,259,241,8,10,1
Willeston St,2026-04-25,23,6,143,true,196,193,1,2,1
Willeston St,2026-04-26,0,7,144,true,74,73,,1,1
Willeston St,2026-04-26,1,7,145,true,38,38,,,1
Willeston St,2026-04-26,2,7,146,true,12,12,,,1
Willeston St,2026-04-26,3,7,147,true,8,8,,,1
Willeston St,2026-04-26,4,7,148,true,13,13,,,1
Willeston St,2026-04-26,5,7,149,true,3,2,,1,1
Willeston St,2026-04-26,6,7,150,true,11,7,4,,1
Willeston St,2026-04-26,7,7,151,true,23,19,3,1,1
Willeston St,2026-04-26,8,7,152,true,17,16,,1,1
Willeston St,2026-04-26,9,7,153,true,100,94,,6,1
Willeston St,2026-04-26,10,7,154,true,246,243,1,2,1
Willeston St,2026-04-26,11,7,155,true,289,285,,4,1
Willeston St,2026-04-26,12,7,156,true,288,283,,5,1
Willeston St,2026-04-26,13,7,157,true,339,336,,3,1
Willeston St,2026-04-26,14,7,158,true,302,300,,2,1
Willeston St,2026-04-26,15,7,159,true,292,285,5,2,1
Willeston St,2026-04-26,16,7,160,true,244,239,1,4,1
Willeston St,2026-04-26,17,7,161,true,185,181,,4,1
Willeston St,2026-04-26,18,7,162,true,144,139,3,2,1
Willeston St,2026-04-26,19,7,163,true,116,114,2,,1
Willeston St,2026-04-26,20,7,164,true,83,82,,1,1
Willeston St,2026-04-26,21,7,165,true,59,57,1,1,1
Willeston St,2026-04-26,22,7,166,true,27,25,1,1,1
Willeston St,2026-04-26,23,7,167,true,19,17,1,1,1
Willeston St,2026-04-27,0,1,0,false,4,4,,,1
Willeston St,2026-04-27,1,1,1,false,8,8,,,1
Willeston St,2026-04-27,3,1,3,false,2,2,,,1
Willeston St,2026-04-27,4,1,4,false,1,1,,,1
Willeston St,2026-04-27,5,1,5,false,7,6,1,,1
Willeston St,2026-04-27,6,1,6,false,6,2,4,,1
Willeston St,2026-04-27,7,1,7,false,18,18,,,1
Willeston St,2026-04-27,8,1,8,false,28,27,,1,1
Willeston St,2026-04-27,9,1,9,false,57,53,1,3,1
Willeston St,2026-04-27,10,1,10,false,122,121,,1,1
Willeston St,2026-04-27,11,1,11,false,187,185,,2,1
Willeston St,2026-04-27,12,1,12,false,260,255,1,4,1
Willeston St,2026-04-27,13,1,13,false,253,249,1,3,1
Willeston St,2026-04-27,14,1,14,false,284,281,,3,1
Willeston St,2026-04-27,15,1,15,false,238,235,1,2,1
Willeston St,2026-04-27,16,1,16,false,205,203,1,1,1
Willeston St,2026-04-27,17,1,17,false,130,128,2,,1
Willeston St,2026-04-27,18,1,18,false,79,77,1,1,1
Willeston St,2026-04-27,19,1,19,false,151,141,,10,1
Willeston St,2026-04-27,20,1,20,false,47,46,,1,1
Willeston St,2026-04-27,21,1,21,false,29,24,5,,1
Willeston St,2026-04-27,22,1,22,false,21,21,,,1
Willeston St,2026-04-27,23,1,23,false,7,7,,,1
Willeston St,2026-04-28,0,2,24,false,2,2,,,1
Willeston St,2026-04-28,1,2,25,false,1,1,,,1
Willeston St,2026-04-28,3,2,27,false,1,1,,,1
Willeston St,2026-04-28,5,2,29,false,3,2,1,,1
Willeston St,2026-04-28,6,2,30,false,49,49,,,1
Willeston St,2026-04-28,7,2,31,false,185,182,1,2,1
Willeston St,2026-04-28,8,2,32,false,348,344,2,2,1
Willeston St,2026-04-28,9,2,33,false,201,200,,1,1
Willeston St,2026-04-28,10,2,34,false,231,227,2,2,1
Willeston St,2026-04-28,11,2,35,false,243,240,,3,1
Willeston St,2026-04-28,12,2,36,false,506,502,,4,1
Willeston St,2026-04-28,13,2,37,false,369,366,1,2,1
Willeston St,2026-04-28,14,2,38,false,248,247,1,,1
Willeston St,2026-04-28,15,2,39,false,260,257,1,2,1
Willeston St,2026-04-28,16,2,40,false,341,337,2,2,1
Willeston St,2026-04-28,17,2,41,false,327,323,1,3,1
Willeston St,2026-04-28,18,2,42,false,157,153,1,3,1
Willeston St,2026-04-28,19,2,43,false,108,105,3,,1
Willeston St,2026-04-28,20,2,44,false,92,87,5,,1
Willeston St,2026-04-28,21,2,45,false,43,42,,1,1
Willeston St,2026-04-28,22,2,46,false,35,34,1,,1
Willeston St,2026-04-28,23,2,47,false,13,13,,,1
Willeston St,2026-04-29,0,3,48,false,1,1,,,1
Willeston St,2026-04-29,1,3,49,false,5,5,,,1
Willeston St,2026-04-29,2,3,50,false,4,4,,,1
Willeston St,2026-04-29,4,3,52,false,2,2,,,1
Willeston St,2026-04-29,5,3,53,false,7,7,,,1
Willeston St,2026-04-29,6,3,54,false,71,63,7,1,1
Willeston St,2026-04-29,7,3,55,false,194,186,8,,1
Willeston St,2026-04-29,8,3,56,false,307,300,3,4,1
Willeston St,2026-04-29,9,3,57,false,224,217,5,2,1
Willeston St,2026-04-29,10,3,58,false,206,201,3,2,1
Willeston St,2026-04-29,11,3,59,false,254,251,2,1,1
Willeston St,2026-04-29,12,3,60,false,540,538,2,,1
Willeston St,2026-04-29,13,3,61,false,385,381,2,2,1
Willeston St,2026-04-29,14,3,62,false,292,290,,2,1
Willeston St,2026-04-29,15,3,63,false,255,254,,1,1
Willeston St,2026-04-29,16,3,64,false,390,387,2,1,1
Willeston St,2026-04-29,17,3,65,false,389,381,5,3,1
Willeston St,2026-04-29,18,3,66,false,200,193,1,6,1
Willeston St,2026-04-29,19,3,67,false,134,128,1,5,1
Willeston St,2026-04-29,20,3,68,false,110,107,2,1,1
Willeston St,2026-04-29,21,3,69,false,68,63,5,,1
Willeston St,2026-04-29,22,3,70,false,22,20,1,1,1
Willeston St,2026-04-29,23,3,71,false,14,14,,,1
Willeston St,2026-04-30,0,4,72,false,9,9,,,1
Willeston St,2026-04-30,1,4,73,false,1,,1,,1
Willeston St,2026-04-30,3,4,75,false,2,2,,,1
Willeston St,2026-04-30,5,4,77,false,6,4,1,1,1
Willeston St,2026-04-30,6,4,78,false,38,37,1,,1
Willeston St,2026-04-30,7,4,79,false,171,166,2,3,1
Willeston St,2026-04-30,8,4,80,false,352,347,3,2,1
Willeston St,2026-04-30,9,4,81,false,218,214,2,2,1
Willeston St,2026-04-30,10,4,82,false,239,235,1,3,1
Willeston St,2026-04-30,11,4,83,false,298,292,,6,1
Willeston St,2026-04-30,12,4,84,false,593,587,3,3,1
Willeston St,2026-04-30,13,4,85,false,407,402,1,4,1
Willeston St,2026-04-30,14,4,86,false,254,252,,2,1
Willeston St,2026-04-30,15,4,87,false,310,307,2,1,1
Willeston St,2026-04-30,16,4,88,false,344,341,2,1,1
Willeston St,2026-04-30,17,4,89,false,382,377,4,1,1
Willeston St,2026-04-30,18,4,90,false,180,175,3,2,1
Willeston St,2026-04-30,19,4,91,false,99,93,3,3,1
Willeston St,2026-04-30,20,4,92,false,74,72,2,,1
Willeston St,2026-04-30,21,4,93,false,60,59,,1,1
Willeston St,2026-04-30,22,4,94,false,35,33,,2,1
Willeston St,2026-04-30,23,4,95,false,25,25,,,1
Willis St,2026-04-01,0,3,48,false,62,5,3,54,3
Willis St,2026-04-01,1,3,49,false,46,10,,36,3
Willis St,2026-04-01,2,3,50,false,45,7,1,37,4
Willis St,2026-04-01,3,3,51,false,25,5,,20,4
Willis St,2026-04-01,4,3,52,false,47,6,2,39,3
Willis St,2026-04-01,5,3,53,false,141,19,5,117,4
Willis St,2026-04-01,6,3,54,false,495,87,17,391,4
Willis St,2026-04-01,7,3,55,false,1135,303,41,791,4
Willis St,2026-04-01,8,3,56,false,1644,560,98,986,4
Willis St,2026-04-01,9,3,57,false,1166,392,32,742,4
Willis St,2026-04-01,10,3,58,false,1019,382,13,624,4
Willis St,2026-04-01,11,3,59,false,1241,512,20,709,4
Willis St,2026-04-01,12,3,60,false,1563,882,15,666,4
Willis St,2026-04-01,13,3,61,false,1411,721,31,659,4
Willis St,2026-04-01,14,3,62,false,1342,521,29,792,4
Willis St,2026-04-01,15,3,63,false,1472,551,18,903,4
Willis St,2026-04-01,16,3,64,false,1775,717,53,1005,4
Willis St,2026-04-01,17,3,65,false,1958,769,105,1084,4
Willis St,2026-04-01,18,3,66,false,1310,405,50,855,4
Willis St,2026-04-01,19,3,67,false,882,237,35,610,4
Willis St,2026-04-01,20,3,68,false,639,121,10,508,4
Willis St,2026-04-01,21,3,69,false,536,85,11,440,4
Willis St,2026-04-01,22,3,70,false,282,51,3,228,4
Willis St,2026-04-01,23,3,71,false,165,30,4,131,4
Willis St,2026-04-02,0,4,72,false,84,12,,72,4
Willis St,2026-04-02,1,4,73,false,44,6,2,36,4
Willis St,2026-04-02,2,4,74,false,30,6,1,23,3
Willis St,2026-04-02,3,4,75,false,46,11,1,34,3
Willis St,2026-04-02,4,4,76,false,54,4,2,48,3
Willis St,2026-04-02,5,4,77,false,119,15,5,99,4
Willis St,2026-04-02,6,4,78,false,456,74,16,366,4
Willis St,2026-04-02,7,4,79,false,1090,264,64,762,4
Willis St,2026-04-02,8,4,80,false,1614,526,77,1011,4
Willis St,2026-04-02,9,4,81,false,1153,382,29,742,4
Willis St,2026-04-02,10,4,82,false,1038,354,12,672,4
Willis St,2026-04-02,11,4,83,false,1203,507,15,681,4
Willis St,2026-04-02,12,4,84,false,1532,751,23,758,4
Willis St,2026-04-02,13,4,85,false,1449,704,34,711,4
Willis St,2026-04-02,14,4,86,false,1378,549,17,812,4
Willis St,2026-04-02,15,4,87,false,1535,562,39,934,4
Willis St,2026-04-02,16,4,88,false,1711,691,55,965,4
Willis St,2026-04-02,17,4,89,false,1764,691,60,1013,4
Willis St,2026-04-02,18,4,90,false,1247,356,34,857,4
Willis St,2026-04-02,19,4,91,false,1027,272,29,726,4
Willis St,2026-04-02,20,4,92,false,734,157,29,548,4
Willis St,2026-04-02,21,4,93,false,614,120,13,481,4
Willis St,2026-04-02,22,4,94,false,387,59,7,321,4
Willis St,2026-04-02,23,4,95,false,225,28,5,192,4
Willis St,2026-04-03,0,5,96,false,119,21,2,96,4
Willis St,2026-04-03,1,5,97,false,85,16,1,68,3
Willis St,2026-04-03,2,5,98,false,58,10,1,47,4
Willis St,2026-04-03,3,5,99,false,49,9,1,39,4
Willis St,2026-04-03,4,5,100,false,36,6,,30,4
Willis St,2026-04-03,5,5,101,false,59,7,,52,4
Willis St,2026-04-03,6,5,102,false,111,15,5,91,4
Willis St,2026-04-03,7,5,103,false,218,31,4,183,4
Willis St,2026-04-03,8,5,104,false,322,51,15,256,4
Willis St,2026-04-03,9,5,105,false,535,88,18,429,4
Willis St,2026-04-03,10,5,106,false,706,152,16,538,4
Willis St,2026-04-03,11,5,107,false,811,206,9,596,4
Willis St,2026-04-03,12,5,108,false,861,275,19,567,4
Willis St,2026-04-03,13,5,109,false,945,301,12,632,4
Willis St,2026-04-03,14,5,110,false,933,306,12,615,4
Willis St,2026-04-03,15,5,111,false,840,260,21,559,4
Willis St,2026-04-03,16,5,112,false,827,230,17,580,4
Willis St,2026-04-03,17,5,113,false,776,200,7,569,4
Willis St,2026-04-03,18,5,114,false,590,157,8,425,4
Willis St,2026-04-03,19,5,115,false,546,137,8,401,4
Willis St,2026-04-03,20,5,116,false,466,117,3,346,4
Willis St,2026-04-03,21,5,117,false,394,62,11,321,4
Willis St,2026-04-03,22,5,118,false,268,25,9,234,4
Willis St,2026-04-03,23,5,119,false,165,17,1,147,4
Willis St,2026-04-04,0,6,120,true,141,22,2,117,4
Willis St,2026-04-04,1,6,121,true,81,9,1,71,4
Willis St,2026-04-04,2,6,122,true,45,6,,39,4
Willis St,2026-04-04,3,6,123,true,40,4,1,35,3
Willis St,2026-04-04,4,6,124,true,41,10,4,27,4
Willis St,2026-04-04,5,6,125,true,63,13,,50,4
Willis St,2026-04-04,6,6,126,true,104,18,5,81,4
Willis St,2026-04-04,7,6,127,true,273,52,16,205,4
Willis St,2026-04-04,8,6,128,true,485,101,19,365,4
Willis St,2026-04-04,9,6,129,true,835,233,23,579,4
Willis St,2026-04-04,10,6,130,true,1242,406,26,810,4
Willis St,2026-04-04,11,6,131,true,1421,601,32,788,4
Willis St,2026-04-04,12,6,132,true,1589,759,16,814,4
Willis St,2026-04-04,13,6,133,true,1615,813,20,782,4
Willis St,2026-04-04,14,6,134,true,1647,856,15,776,4
Willis St,2026-04-04,15,6,135,true,1515,748,18,749,4
Willis St,2026-04-04,16,6,136,true,1162,497,18,647,4
Willis St,2026-04-04,17,6,137,true,1122,435,17,670,4
Willis St,2026-04-04,18,6,138,true,928,324,11,593,4
Willis St,2026-04-04,19,6,139,true,660,219,8,433,4
Willis St,2026-04-04,20,6,140,true,523,141,13,369,4
Willis St,2026-04-04,21,6,141,true,381,70,8,303,4
Willis St,2026-04-04,22,6,142,true,331,53,5,273,4
Willis St,2026-04-04,23,6,143,true,201,36,1,164,4
Willis St,2026-04-05,0,7,144,true,146,17,2,127,4
Willis St,2026-04-05,1,7,145,true,113,13,2,98,4
Willis St,2026-04-05,2,7,146,true,94,18,3,73,4
Willis St,2026-04-05,3,7,147,true,49,9,1,39,4
Willis St,2026-04-05,4,7,148,true,38,6,,32,2
Willis St,2026-04-05,5,7,149,true,54,2,,52,2
Willis St,2026-04-05,6,7,150,true,114,15,1,98,4
Willis St,2026-04-05,7,7,151,true,223,41,11,171,4
Willis St,2026-04-05,8,7,152,true,392,71,21,300,4
Willis St,2026-04-05,9,7,153,true,673,161,16,496,4
Willis St,2026-04-05,10,7,154,true,874,212,16,646,4
Willis St,2026-04-05,11,7,155,true,1049,313,21,715,4
Willis St,2026-04-05,12,7,156,true,1116,366,15,735,4
Willis St,2026-04-05,13,7,157,true,1096,363,7,726,4
Willis St,2026-04-05,14,7,158,true,1023,355,10,658,4
Willis St,2026-04-05,15,7,159,true,998,350,10,638,4
Willis St,2026-04-05,16,7,160,true,1012,316,7,689,4
Willis St,2026-04-05,17,7,161,true,796,219,7,570,4
Willis St,2026-04-05,18,7,162,true,702,221,10,471,4
Willis St,2026-04-05,19,7,163,true,513,116,4,393,4
Willis St,2026-04-05,20,7,164,true,421,95,10,316,4
Willis St,2026-04-05,21,7,165,true,292,41,4,247,4
Willis St,2026-04-05,22,7,166,true,175,16,3,156,4
Willis St,2026-04-05,23,7,167,true,113,12,1,100,4
Willis St,2026-04-06,0,1,0,false,62,3,,59,3
Willis St,2026-04-06,1,1,1,false,45,4,1,40,4
Willis St,2026-04-06,2,1,2,false,31,1,,30,2
Willis St,2026-04-06,3,1,3,false,18,1,,17,2
Willis St,2026-04-06,4,1,4,false,28,2,1,25,3
Willis St,2026-04-06,5,1,5,false,44,9,,35,4
Willis St,2026-04-06,6,1,6,false,108,18,2,88,4
Willis St,2026-04-06,7,1,7,false,237,52,4,181,4
Willis St,2026-04-06,8,1,8,false,444,87,17,340,4
Willis St,2026-04-06,9,1,9,false,749,194,23,532,4
Willis St,2026-04-06,10,1,10,false,1154,444,20,690,4
Willis St,2026-04-06,11,1,11,false,1332,583,20,729,4
Willis St,2026-04-06,12,1,12,false,1330,554,22,754,4
Willis St,2026-04-06,13,1,13,false,1348,525,18,805,4
Willis St,2026-04-06,14,1,14,false,1325,485,22,818,4
Willis St,2026-04-06,15,1,15,false,1263,475,29,759,4
Willis St,2026-04-06,16,1,16,false,1153,384,18,751,4
Willis St,2026-04-06,17,1,17,false,918,269,8,641,4
Willis St,2026-04-06,18,1,18,false,725,183,7,535,4
Willis St,2026-04-06,19,1,19,false,569,130,12,427,4
Willis St,2026-04-06,20,1,20,false,422,93,10,319,4
Willis St,2026-04-06,21,1,21,false,281,31,,250,4
Willis St,2026-04-06,22,1,22,false,168,30,,138,4
Willis St,2026-04-06,23,1,23,false,89,11,,78,4
Willis St,2026-04-07,0,2,24,false,61,11,1,49,4
Willis St,2026-04-07,1,2,25,false,45,15,1,29,4
Willis St,2026-04-07,2,2,26,false,30,7,2,21,4
Willis St,2026-04-07,3,2,27,false,19,1,,18,2
Willis St,2026-04-07,4,2,28,false,41,1,1,39,2
Willis St,2026-04-07,5,2,29,false,135,16,7,112,4
Willis St,2026-04-07,6,2,30,false,488,87,22,379,4
Willis St,2026-04-07,7,2,31,false,1104,310,59,735,4
Willis St,2026-04-07,8,2,32,false,1512,506,77,929,4
Willis St,2026-04-07,9,2,33,false,1117,360,33,724,4
Willis St,2026-04-07,10,2,34,false,1177,452,23,702,4
Willis St,2026-04-07,11,2,35,false,1312,627,14,671,4
Willis St,2026-04-07,12,2,36,false,1629,884,19,726,4
Willis St,2026-04-07,13,2,37,false,1591,846,21,724,4
Willis St,2026-04-07,14,2,38,false,1426,652,29,745,4
Willis St,2026-04-07,15,2,39,false,1450,557,30,863,4
Willis St,2026-04-07,16,2,40,false,1731,714,64,953,4
Willis St,2026-04-07,17,2,41,false,1678,639,81,958,4
Willis St,2026-04-07,18,2,42,false,1012,324,45,643,4
Willis St,2026-04-07,19,2,43,false,688,171,31,486,4
Willis St,2026-04-07,20,2,44,false,536,125,12,399,4
Willis St,2026-04-07,21,2,45,false,416,90,4,322,4
Willis St,2026-04-07,22,2,46,false,236,48,4,184,4
Willis St,2026-04-07,23,2,47,false,123,13,4,106,4
Willis St,2026-04-08,0,3,48,false,65,15,1,49,4
Willis St,2026-04-08,1,3,49,false,43,4,,39,3
Willis St,2026-04-08,2,3,50,false,47,8,3,36,4
Willis St,2026-04-08,3,3,51,false,30,3,,27,3
Willis St,2026-04-08,4,3,52,false,37,2,,35,3
Willis St,2026-04-08,5,3,53,false,125,13,3,109,4
Willis St,2026-04-08,6,3,54,false,468,62,12,394,4
Willis St,2026-04-08,7,3,55,false,1070,308,29,733,4
Willis St,2026-04-08,8,3,56,false,1459,513,61,885,4
Willis St,2026-04-08,9,3,57,false,1045,283,5,757,4
Willis St,2026-04-08,10,3,58,false,1031,347,8,676,4
Willis St,2026-04-08,11,3,59,false,1145,536,8,601,4
Willis St,2026-04-08,12,3,60,false,1525,896,10,619,4
Willis St,2026-04-08,13,3,61,false,1499,777,9,713,4
Willis St,2026-04-08,14,3,62,false,1376,643,13,720,4
Willis St,2026-04-08,15,3,63,false,1417,624,20,773,4
Willis St,2026-04-08,16,3,64,false,1641,716,29,896,4
Willis St,2026-04-08,17,3,65,false,1852,725,52,1075,4
Willis St,2026-04-08,18,3,66,false,1086,336,34,716,4
Willis St,2026-04-08,19,3,67,false,734,185,32,517,4
Willis St,2026-04-08,20,3,68,false,570,132,18,420,4
Willis St,2026-04-08,21,3,69,false,449,109,11,329,4
Willis St,2026-04-08,22,3,70,false,240,40,2,198,4
Willis St,2026-04-08,23,3,71,false,159,16,4,139,4
Willis St,2026-04-09,0,4,72,false,83,14,3,66,4
Willis St,2026-04-09,1,4,73,false,36,7,,29,3
Willis St,2026-04-09,2,4,74,false,38,10,1,27,4
Willis St,2026-04-09,3,4,75,false,51,9,1,41,3
Willis St,2026-04-09,4,4,76,false,47,4,3,40,3
Willis St,2026-04-09,5,4,77,false,149,19,4,126,4
Willis St,2026-04-09,6,4,78,false,473,82,18,373,4
Willis St,2026-04-09,7,4,79,false,1142,320,58,764,4
Willis St,2026-04-09,8,4,80,false,1568,551,82,935,4
Willis St,2026-04-09,9,4,81,false,1147,381,33,733,4
Willis St,2026-04-09,10,4,82,false,1150,450,7,693,4
Willis St,2026-04-09,11,4,83,false,1231,606,11,614,4
Willis St,2026-04-09,12,4,84,false,1661,907,13,741,4
Willis St,2026-04-09,13,4,85,false,1632,866,20,746,4
Willis St,2026-04-09,14,4,86,false,1537,724,12,801,4
Willis St,2026-04-09,15,4,87,false,1521,678,21,822,4
Willis St,2026-04-09,16,4,88,false,1863,764,52,1047,4
Willis St,2026-04-09,17,4,89,false,1872,749,89,1034,4
Willis St,2026-04-09,18,4,90,false,1236,408,52,776,4
Willis St,2026-04-09,19,4,91,false,829,265,26,538,4
Willis St,2026-04-09,20,4,92,false,624,179,22,423,4
Willis St,2026-04-09,21,4,93,false,480,110,11,359,4
Willis St,2026-04-09,22,4,94,false,331,62,5,264,4
Willis St,2026-04-09,23,4,95,false,168,24,5,139,4
Willis St,2026-04-10,0,5,96,false,81,19,,62,4
Willis St,2026-04-10,1,5,97,false,64,10,3,51,4
Willis St,2026-04-10,2,5,98,false,36,3,5,28,3
Willis St,2026-04-10,3,5,99,false,38,5,1,32,4
Willis St,2026-04-10,4,5,100,false,34,3,,31,2
Willis St,2026-04-10,5,5,101,false,127,13,5,109,4
