street,transport_class,countline_date,countline_hour,iso_dow,hour_of_week,is_weekend,total_count,active_countlines
Evans Bay,Cyclist,2026-04-09,4,4,76,false,1,1
Evans Bay,Cyclist,2026-04-09,5,4,77,false,25,4
Evans Bay,Cyclist,2026-04-09,6,4,78,false,90,5
Evans Bay,Cyclist,2026-04-09,7,4,79,false,209,5
Evans Bay,Cyclist,2026-04-09,8,4,80,false,171,5
Evans Bay,Cyclist,2026-04-09,9,4,81,false,85,5
Evans Bay,Cyclist,2026-04-09,10,4,82,false,30,5
Evans Bay,Cyclist,2026-04-09,11,4,83,false,51,4
Evans Bay,Cyclist,2026-04-09,12,4,84,false,55,5
Evans Bay,Cyclist,2026-04-09,13,4,85,false,51,5
Evans Bay,Cyclist,2026-04-09,14,4,86,false,38,5
Evans Bay,Cyclist,2026-04-09,15,4,87,false,67,5
Evans Bay,Cyclist,2026-04-09,16,4,88,false,111,5
Evans Bay,Cyclist,2026-04-09,17,4,89,false,289,5
Evans Bay,Cyclist,2026-04-09,18,4,90,false,121,5
Evans Bay,Cyclist,2026-04-09,19,4,91,false,39,5
Evans Bay,Cyclist,2026-04-09,20,4,92,false,21,4
Evans Bay,Cyclist,2026-04-09,21,4,93,false,26,5
Evans Bay,Cyclist,2026-04-09,22,4,94,false,11,4
Evans Bay,Cyclist,2026-04-09,23,4,95,false,3,3
Evans Bay,Cyclist,2026-04-10,0,5,96,false,5,3
Evans Bay,Cyclist,2026-04-10,1,5,97,false,3,3
Evans Bay,Cyclist,2026-04-10,2,5,98,false,2,2
Evans Bay,Cyclist,2026-04-10,3,5,99,false,2,2
Evans Bay,Cyclist,2026-04-10,5,5,101,false,20,5
Evans Bay,Cyclist,2026-04-10,6,5,102,false,173,5
Evans Bay,Cyclist,2026-04-10,7,5,103,false,170,5
Evans Bay,Cyclist,2026-04-10,8,5,104,false,194,5
Evans Bay,Cyclist,2026-04-10,9,5,105,false,103,5
Evans Bay,Cyclist,2026-04-10,10,5,106,false,89,5
Evans Bay,Cyclist,2026-04-10,11,5,107,false,81,5
Evans Bay,Cyclist,2026-04-10,12,5,108,false,78,5
Evans Bay,Cyclist,2026-04-10,13,5,109,false,60,4
Evans Bay,Cyclist,2026-04-10,14,5,110,false,70,4
Evans Bay,Cyclist,2026-04-10,15,5,111,false,64,5
Evans Bay,Cyclist,2026-04-10,16,5,112,false,123,5
Evans Bay,Cyclist,2026-04-10,17,5,113,false,184,5
Evans Bay,Cyclist,2026-04-10,18,5,114,false,116,5
Evans Bay,Cyclist,2026-04-10,19,5,115,false,25,5
Evans Bay,Cyclist,2026-04-10,20,5,116,false,15,5
Evans Bay,Cyclist,2026-04-10,21,5,117,false,14,3
Evans Bay,Cyclist,2026-04-10,22,5,118,false,10,3
Evans Bay,Cyclist,2026-04-10,23,5,119,false,4,2
Evans Bay,Cyclist,2026-04-11,0,6,120,true,8,3
Evans Bay,Cyclist,2026-04-11,1,6,121,true,2,2
Evans Bay,Cyclist,2026-04-11,2,6,122,true,2,2
Evans Bay,Cyclist,2026-04-11,5,6,125,true,8,3
Evans Bay,Cyclist,2026-04-11,6,6,126,true,34,5
Evans Bay,Cyclist,2026-04-11,7,6,127,true,71,5
Evans Bay,Cyclist,2026-04-11,8,6,128,true,186,5
Evans Bay,Cyclist,2026-04-11,9,6,129,true,207,5
Evans Bay,Cyclist,2026-04-11,10,6,130,true,270,5
Evans Bay,Cyclist,2026-04-11,11,6,131,true,303,5
Evans Bay,Cyclist,2026-04-11,12,6,132,true,177,5
Evans Bay,Cyclist,2026-04-11,13,6,133,true,236,5
Evans Bay,Cyclist,2026-04-11,14,6,134,true,258,5
Evans Bay,Cyclist,2026-04-11,15,6,135,true,270,5
Evans Bay,Cyclist,2026-04-11,16,6,136,true,192,5
Evans Bay,Cyclist,2026-04-11,17,6,137,true,95,5
Evans Bay,Cyclist,2026-04-11,18,6,138,true,63,5
Evans Bay,Cyclist,2026-04-11,19,6,139,true,13,5
Evans Bay,Cyclist,2026-04-11,20,6,140,true,10,3
Evans Bay,Cyclist,2026-04-11,21,6,141,true,12,4
Evans Bay,Cyclist,2026-04-11,22,6,142,true,13,4
Evans Bay,Cyclist,2026-04-11,23,6,143,true,11,3
Evans Bay,Cyclist,2026-04-12,0,7,144,true,5,3
Evans Bay,Cyclist,2026-04-12,2,7,146,true,1,1
Evans Bay,Cyclist,2026-04-12,3,7,147,true,1,1
Evans Bay,Cyclist,2026-04-12,5,7,149,true,1,1
Evans Bay,Cyclist,2026-04-12,6,7,150,true,9,5
Evans Bay,Cyclist,2026-04-12,7,7,151,true,16,4
Evans Bay,Cyclist,2026-04-12,8,7,152,true,10,4
Evans Bay,Cyclist,2026-04-12,9,7,153,true,19,5
Evans Bay,Cyclist,2026-04-12,10,7,154,true,15,5
Evans Bay,Cyclist,2026-04-12,11,7,155,true,21,4
Evans Bay,Cyclist,2026-04-12,12,7,156,true,19,5
Evans Bay,Cyclist,2026-04-12,13,7,157,true,42,4
Evans Bay,Cyclist,2026-04-12,14,7,158,true,48,5
Evans Bay,Cyclist,2026-04-12,15,7,159,true,13,5
Evans Bay,Cyclist,2026-04-12,16,7,160,true,6,3
Evans Bay,Cyclist,2026-04-12,17,7,161,true,4,2
Evans Bay,Cyclist,2026-04-12,18,7,162,true,7,4
Evans Bay,Cyclist,2026-04-12,20,7,164,true,2,2
Evans Bay,Cyclist,2026-04-12,21,7,165,true,2,2
Evans Bay,Cyclist,2026-04-12,22,7,166,true,4,2
Evans Bay,Cyclist,2026-04-13,0,1,0,false,2,2
Evans Bay,Cyclist,2026-04-13,2,1,2,false,2,2
Evans Bay,Cyclist,2026-04-13,4,1,4,false,1,1
Evans Bay,Cyclist,2026-04-13,5,1,5,false,4,3
Evans Bay,Cyclist,2026-04-13,6,1,6,false,22,3
Evans Bay,Cyclist,2026-04-13,7,1,7,false,110,4
Evans Bay,Cyclist,2026-04-13,8,1,8,false,90,4
Evans Bay,Cyclist,2026-04-13,9,1,9,false,24,2
Evans Bay,Cyclist,2026-04-13,10,1,10,false,8,2
Evans Bay,Cyclist,2026-04-13,11,1,11,false,10,2
Evans Bay,Cyclist,2026-04-13,12,1,12,false,22,3
Evans Bay,Cyclist,2026-04-13,13,1,13,false,42,4
Evans Bay,Cyclist,2026-04-13,14,1,14,false,35,4
Evans Bay,Cyclist,2026-04-13,15,1,15,false,28,4
Evans Bay,Cyclist,2026-04-13,16,1,16,false,74,5
Evans Bay,Cyclist,2026-04-13,17,1,17,false,140,5
Evans Bay,Cyclist,2026-04-13,18,1,18,false,106,5
Evans Bay,Cyclist,2026-04-13,19,1,19,false,21,4
Evans Bay,Cyclist,2026-04-13,20,1,20,false,11,5
Evans Bay,Cyclist,2026-04-13,21,1,21,false,4,4
Evans Bay,Cyclist,2026-04-13,22,1,22,false,1,1
Evans Bay,Cyclist,2026-04-13,23,1,23,false,1,1
Evans Bay,Cyclist,2026-04-14,5,2,29,false,16,4
Evans Bay,Cyclist,2026-04-14,6,2,30,false,135,5
Evans Bay,Cyclist,2026-04-14,7,2,31,false,213,5
Evans Bay,Cyclist,2026-04-14,8,2,32,false,207,5
Evans Bay,Cyclist,2026-04-14,9,2,33,false,84,5
Evans Bay,Cyclist,2026-04-14,10,2,34,false,70,5
Evans Bay,Cyclist,2026-04-14,11,2,35,false,81,5
Evans Bay,Cyclist,2026-04-14,12,2,36,false,87,5
Evans Bay,Cyclist,2026-04-14,13,2,37,false,99,5
Evans Bay,Cyclist,2026-04-14,14,2,38,false,58,4
Evans Bay,Cyclist,2026-04-14,15,2,39,false,93,5
Evans Bay,Cyclist,2026-04-14,16,2,40,false,167,5
Evans Bay,Cyclist,2026-04-14,17,2,41,false,278,5
Evans Bay,Cyclist,2026-04-14,18,2,42,false,161,5
Evans Bay,Cyclist,2026-04-14,19,2,43,false,41,4
Evans Bay,Cyclist,2026-04-14,20,2,44,false,30,4
Evans Bay,Cyclist,2026-04-14,21,2,45,false,33,5
Evans Bay,Cyclist,2026-04-14,22,2,46,false,4,3
Evans Bay,Cyclist,2026-04-14,23,2,47,false,5,3
Evans Bay,Cyclist,2026-04-15,1,3,49,false,1,1
Evans Bay,Cyclist,2026-04-15,3,3,51,false,2,2
Evans Bay,Cyclist,2026-04-15,4,3,52,false,2,2
Evans Bay,Cyclist,2026-04-15,5,3,53,false,18,4
Evans Bay,Cyclist,2026-04-15,6,3,54,false,146,5
Evans Bay,Cyclist,2026-04-15,7,3,55,false,271,5
Evans Bay,Cyclist,2026-04-15,8,3,56,false,254,5
Evans Bay,Cyclist,2026-04-15,9,3,57,false,103,5
Evans Bay,Cyclist,2026-04-15,10,3,58,false,82,5
Evans Bay,Cyclist,2026-04-15,11,3,59,false,93,5
Evans Bay,Cyclist,2026-04-15,12,3,60,false,167,5
Evans Bay,Cyclist,2026-04-15,13,3,61,false,115,5
Evans Bay,Cyclist,2026-04-15,14,3,62,false,138,5
Evans Bay,Cyclist,2026-04-15,15,3,63,false,102,5
Evans Bay,Cyclist,2026-04-15,16,3,64,false,217,5
Evans Bay,Cyclist,2026-04-15,17,3,65,false,281,5
Evans Bay,Cyclist,2026-04-15,18,3,66,false,134,5
Evans Bay,Cyclist,2026-04-15,19,3,67,false,45,5
Evans Bay,Cyclist,2026-04-15,20,3,68,false,33,4
Evans Bay,Cyclist,2026-04-15,21,3,69,false,17,4
Evans Bay,Cyclist,2026-04-15,22,3,70,false,13,3
Evans Bay,Cyclist,2026-04-15,23,3,71,false,8,3
Evans Bay,Cyclist,2026-04-16,0,4,72,false,6,3
Evans Bay,Cyclist,2026-04-16,3,4,75,false,2,2
Evans Bay,Cyclist,2026-04-16,5,4,77,false,21,5
Evans Bay,Cyclist,2026-04-16,6,4,78,false,101,5
Evans Bay,Cyclist,2026-04-16,7,4,79,false,176,5
Evans Bay,Cyclist,2026-04-16,8,4,80,false,136,5
Evans Bay,Cyclist,2026-04-16,9,4,81,false,69,5
Evans Bay,Cyclist,2026-04-16,10,4,82,false,53,5
Evans Bay,Cyclist,2026-04-16,11,4,83,false,59,5
Evans Bay,Cyclist,2026-04-16,12,4,84,false,57,5
Evans Bay,Cyclist,2026-04-16,13,4,85,false,49,5
Evans Bay,Cyclist,2026-04-16,14,4,86,false,64,5
Evans Bay,Cyclist,2026-04-16,15,4,87,false,94,5
Evans Bay,Cyclist,2026-04-16,16,4,88,false,163,5
Evans Bay,Cyclist,2026-04-16,17,4,89,false,288,5
Evans Bay,Cyclist,2026-04-16,18,4,90,false,162,5
Evans Bay,Cyclist,2026-04-16,19,4,91,false,51,5
Evans Bay,Cyclist,2026-04-16,20,4,92,false,19,4
Evans Bay,Cyclist,2026-04-16,21,4,93,false,19,5
Evans Bay,Cyclist,2026-04-16,22,4,94,false,2,2
Evans Bay,Cyclist,2026-04-16,23,4,95,false,9,4
Evans Bay,Cyclist,2026-04-17,0,5,96,false,1,1
Evans Bay,Cyclist,2026-04-17,1,5,97,false,2,2
Evans Bay,Cyclist,2026-04-17,3,5,99,false,3,3
Evans Bay,Cyclist,2026-04-17,4,5,100,false,2,2
Evans Bay,Cyclist,2026-04-17,5,5,101,false,8,3
Evans Bay,Cyclist,2026-04-17,6,5,102,false,144,5
Evans Bay,Cyclist,2026-04-17,7,5,103,false,246,5
Evans Bay,Cyclist,2026-04-17,8,5,104,false,189,5
Evans Bay,Cyclist,2026-04-17,9,5,105,false,92,5
Evans Bay,Cyclist,2026-04-17,10,5,106,false,83,5
Evans Bay,Cyclist,2026-04-17,11,5,107,false,63,4
Evans Bay,Cyclist,2026-04-17,12,5,108,false,74,5
Evans Bay,Cyclist,2026-04-17,13,5,109,false,83,5
Evans Bay,Cyclist,2026-04-17,14,5,110,false,40,4
Evans Bay,Cyclist,2026-04-17,15,5,111,false,77,5
Evans Bay,Cyclist,2026-04-17,16,5,112,false,130,5
Evans Bay,Cyclist,2026-04-17,17,5,113,false,162,5
Evans Bay,Cyclist,2026-04-17,18,5,114,false,59,5
Evans Bay,Cyclist,2026-04-17,19,5,115,false,23,4
Evans Bay,Cyclist,2026-04-17,20,5,116,false,10,5
Evans Bay,Cyclist,2026-04-17,21,5,117,false,10,3
Evans Bay,Cyclist,2026-04-17,22,5,118,false,13,5
Evans Bay,Cyclist,2026-04-17,23,5,119,false,6,3
Evans Bay,Cyclist,2026-04-18,0,6,120,true,5,3
Evans Bay,Cyclist,2026-04-18,1,6,121,true,5,3
Evans Bay,Cyclist,2026-04-18,2,6,122,true,1,1
Evans Bay,Cyclist,2026-04-18,3,6,123,true,1,1
Evans Bay,Cyclist,2026-04-18,4,6,124,true,1,1
Evans Bay,Cyclist,2026-04-18,5,6,125,true,5,4
Evans Bay,Cyclist,2026-04-18,7,6,127,true,4,3
Evans Bay,Cyclist,2026-04-18,8,6,128,true,10,5
Evans Bay,Cyclist,2026-04-18,9,6,129,true,11,4
Evans Bay,Cyclist,2026-04-18,10,6,130,true,24,5
Evans Bay,Cyclist,2026-04-18,11,6,131,true,20,5
Evans Bay,Cyclist,2026-04-18,12,6,132,true,22,3
Evans Bay,Cyclist,2026-04-18,13,6,133,true,18,4
Evans Bay,Cyclist,2026-04-18,14,6,134,true,9,3
Evans Bay,Cyclist,2026-04-18,15,6,135,true,14,4
Evans Bay,Cyclist,2026-04-18,16,6,136,true,4,2
Evans Bay,Cyclist,2026-04-18,17,6,137,true,5,3
Evans Bay,Cyclist,2026-04-18,19,6,139,true,6,3
Evans Bay,Cyclist,2026-04-18,20,6,140,true,1,1
Evans Bay,Cyclist,2026-04-18,22,6,142,true,1,1
Evans Bay,Cyclist,2026-04-18,23,6,143,true,4,3
Evans Bay,Cyclist,2026-04-19,0,7,144,true,2,2
Evans Bay,Cyclist,2026-04-19,1,7,145,true,3,1
Evans Bay,Cyclist,2026-04-19,5,7,149,true,7,3
Evans Bay,Cyclist,2026-04-19,6,7,150,true,5,2
Evans Bay,Cyclist,2026-04-19,7,7,151,true,33,5
Evans Bay,Cyclist,2026-04-19,8,7,152,true,130,5
Evans Bay,Cyclist,2026-04-19,9,7,153,true,142,5
Evans Bay,Cyclist,2026-04-19,10,7,154,true,133,5
Evans Bay,Cyclist,2026-04-19,11,7,155,true,66,5
Evans Bay,Cyclist,2026-04-19,12,7,156,true,38,5
Evans Bay,Cyclist,2026-04-19,13,7,157,true,44,3
Evans Bay,Cyclist,2026-04-19,14,7,158,true,36,4
Evans Bay,Cyclist,2026-04-19,15,7,159,true,88,5
Evans Bay,Cyclist,2026-04-19,16,7,160,true,84,5
Evans Bay,Cyclist,2026-04-19,17,7,161,true,38,4
Evans Bay,Cyclist,2026-04-19,18,7,162,true,20,4
Evans Bay,Cyclist,2026-04-19,19,7,163,true,7,4
Evans Bay,Cyclist,2026-04-19,20,7,164,true,6,3
Evans Bay,Cyclist,2026-04-19,21,7,165,true,4,3
Evans Bay,Cyclist,2026-04-19,22,7,166,true,2,2
Evans Bay,Cyclist,2026-04-20,4,1,4,false,1,1
Evans Bay,Cyclist,2026-04-20,5,1,5,false,5,3
Evans Bay,Cyclist,2026-04-20,6,1,6,false,2,1
Evans Bay,Cyclist,2026-04-20,7,1,7,false,55,5
Evans Bay,Cyclist,2026-04-20,8,1,8,false,68,4
Evans Bay,Cyclist,2026-04-20,9,1,9,false,19,5
Evans Bay,Cyclist,2026-04-20,10,1,10,false,8,3
Evans Bay,Cyclist,2026-04-20,11,1,11,false,5,4
Evans Bay,Cyclist,2026-04-20,12,1,12,false,8,3
Evans Bay,Cyclist,2026-04-20,13,1,13,false,6,3
Evans Bay,Cyclist,2026-04-20,14,1,14,false,10,4
Evans Bay,Cyclist,2026-04-20,15,1,15,false,23,4
Evans Bay,Cyclist,2026-04-20,16,1,16,false,12,4
Evans Bay,Cyclist,2026-04-20,17,1,17,false,34,4
Evans Bay,Cyclist,2026-04-20,18,1,18,false,5,3
Evans Bay,Cyclist,2026-04-20,19,1,19,false,3,2
Evans Bay,Cyclist,2026-04-20,20,1,20,false,3,3
Evans Bay,Cyclist,2026-04-21,0,2,24,false,1,1
Evans Bay,Cyclist,2026-04-21,2,2,26,false,1,1
Evans Bay,Cyclist,2026-04-21,5,2,29,false,2,2
Evans Bay,Cyclist,2026-04-21,6,2,30,false,8,4
Evans Bay,Cyclist,2026-04-21,7,2,31,false,17,5
Evans Bay,Cyclist,2026-04-21,8,2,32,false,12,4
Evans Bay,Cyclist,2026-04-21,12,2,36,false,3,3
Evans Bay,Cyclist,2026-04-21,13,2,37,false,4,3
Evans Bay,Cyclist,2026-04-21,15,2,39,false,5,3
Evans Bay,Cyclist,2026-04-21,16,2,40,false,15,5
Evans Bay,Cyclist,2026-04-21,17,2,41,false,19,5
Evans Bay,Cyclist,2026-04-21,18,2,42,false,11,4
Evans Bay,Cyclist,2026-04-21,19,2,43,false,6,2
Evans Bay,Cyclist,2026-04-21,20,2,44,false,1,1
Evans Bay,Cyclist,2026-04-22,5,3,53,false,2,2
Evans Bay,Cyclist,2026-04-22,6,3,54,false,12,3
Evans Bay,Cyclist,2026-04-22,7,3,55,false,71,4
Evans Bay,Cyclist,2026-04-22,8,3,56,false,56,4
Evans Bay,Cyclist,2026-04-22,9,3,57,false,23,5
Evans Bay,Cyclist,2026-04-22,10,3,58,false,26,5
Evans Bay,Cyclist,2026-04-22,11,3,59,false,9,3
Evans Bay,Cyclist,2026-04-22,12,3,60,false,30,5
Evans Bay,Cyclist,2026-04-22,13,3,61,false,27,3
Evans Bay,Cyclist,2026-04-22,14,3,62,false,16,5
Evans Bay,Cyclist,2026-04-22,15,3,63,false,24,4
Evans Bay,Cyclist,2026-04-22,16,3,64,false,42,4
Evans Bay,Cyclist,2026-04-22,17,3,65,false,54,5
Evans Bay,Cyclist,2026-04-22,18,3,66,false,47,5
Evans Bay,Cyclist,2026-04-22,19,3,67,false,19,4
Evans Bay,Cyclist,2026-04-22,20,3,68,false,6,4
Evans Bay,Cyclist,2026-04-22,21,3,69,false,9,3
Evans Bay,Cyclist,2026-04-22,22,3,70,false,2,2
Evans Bay,Cyclist,2026-04-22,23,3,71,false,2,2
Evans Bay,Cyclist,2026-04-23,0,4,72,false,1,1
Evans Bay,Cyclist,2026-04-23,5,4,77,false,12,4
Evans Bay,Cyclist,2026-04-23,6,4,78,false,52,5
Evans Bay,Cyclist,2026-04-23,7,4,79,false,197,5
Evans Bay,Cyclist,2026-04-23,8,4,80,false,226,5
Evans Bay,Cyclist,2026-04-23,9,4,81,false,59,5
Evans Bay,Cyclist,2026-04-23,10,4,82,false,28,4
Evans Bay,Cyclist,2026-04-23,11,4,83,false,33,3
Evans Bay,Cyclist,2026-04-23,12,4,84,false,50,5
Evans Bay,Cyclist,2026-04-23,13,4,85,false,45,4
Evans Bay,Cyclist,2026-04-23,14,4,86,false,50,4
Evans Bay,Cyclist,2026-04-23,15,4,87,false,75,5
Evans Bay,Cyclist,2026-04-23,16,4,88,false,98,5
Evans Bay,Cyclist,2026-04-23,17,4,89,false,255,5
Evans Bay,Cyclist,2026-04-23,18,4,90,false,120,5
Evans Bay,Cyclist,2026-04-23,19,4,91,false,42,5
Evans Bay,Cyclist,2026-04-23,20,4,92,false,32,5
Evans Bay,Cyclist,2026-04-23,21,4,93,false,17,5
Evans Bay,Cyclist,2026-04-23,22,4,94,false,4,2
Evans Bay,Cyclist,2026-04-23,23,4,95,false,9,3
Evans Bay,Cyclist,2026-04-24,0,5,96,false,1,1
Evans Bay,Cyclist,2026-04-24,1,5,97,false,1,1
Evans Bay,Cyclist,2026-04-24,3,5,99,false,3,2
Evans Bay,Cyclist,2026-04-24,4,5,100,false,1,1
Evans Bay,Cyclist,2026-04-24,5,5,101,false,13,3
Evans Bay,Cyclist,2026-04-24,6,5,102,false,139,5
Evans Bay,Cyclist,2026-04-24,7,5,103,false,195,5
Evans Bay,Cyclist,2026-04-24,8,5,104,false,187,5
Evans Bay,Cyclist,2026-04-24,9,5,105,false,81,4
Evans Bay,Cyclist,2026-04-24,10,5,106,false,86,5
Evans Bay,Cyclist,2026-04-24,11,5,107,false,88,5
Evans Bay,Cyclist,2026-04-24,12,5,108,false,101,5
Evans Bay,Cyclist,2026-04-24,13,5,109,false,127,5
Evans Bay,Cyclist,2026-04-24,14,5,110,false,144,5
Evans Bay,Cyclist,2026-04-24,15,5,111,false,155,5
Evans Bay,Cyclist,2026-04-24,16,5,112,false,177,5
Evans Bay,Cyclist,2026-04-24,17,5,113,false,243,5
Evans Bay,Cyclist,2026-04-24,18,5,114,false,130,5
Evans Bay,Cyclist,2026-04-24,19,5,115,false,24,5
Evans Bay,Cyclist,2026-04-24,20,5,116,false,22,4
Evans Bay,Cyclist,2026-04-24,21,5,117,false,17,5
Evans Bay,Cyclist,2026-04-24,22,5,118,false,10,5
Evans Bay,Cyclist,2026-04-24,23,5,119,false,9,2
Evans Bay,Cyclist,2026-04-25,0,6,120,true,4,3
Evans Bay,Cyclist,2026-04-25,1,6,121,true,2,2
Evans Bay,Cyclist,2026-04-25,2,6,122,true,1,1
Evans Bay,Cyclist,2026-04-25,3,6,123,true,1,1
Evans Bay,Cyclist,2026-04-25,4,6,124,true,1,1
Evans Bay,Cyclist,2026-04-25,5,6,125,true,6,3
Evans Bay,Cyclist,2026-04-25,6,6,126,true,24,5
Evans Bay,Cyclist,2026-04-25,7,6,127,true,108,5
Evans Bay,Cyclist,2026-04-25,8,6,128,true,185,5
Evans Bay,Cyclist,2026-04-25,9,6,129,true,165,5
Evans Bay,Cyclist,2026-04-25,10,6,130,true,216,5
Evans Bay,Cyclist,2026-04-25,11,6,131,true,199,5
Evans Bay,Cyclist,2026-04-25,12,6,132,true,181,5
Evans Bay,Cyclist,2026-04-25,13,6,133,true,145,5
Evans Bay,Cyclist,2026-04-25,14,6,134,true,127,5
Evans Bay,Cyclist,2026-04-25,15,6,135,true,129,5
Evans Bay,Cyclist,2026-04-25,16,6,136,true,142,5
Evans Bay,Cyclist,2026-04-25,17,6,137,true,90,5
Evans Bay,Cyclist,2026-04-25,18,6,138,true,17,4
Evans Bay,Cyclist,2026-04-25,19,6,139,true,12,5
Evans Bay,Cyclist,2026-04-25,20,6,140,true,9,3
Evans Bay,Cyclist,2026-04-25,21,6,141,true,7,3
Evans Bay,Cyclist,2026-04-25,22,6,142,true,17,4
Evans Bay,Cyclist,2026-04-25,23,6,143,true,15,4
Evans Bay,Cyclist,2026-04-26,0,7,144,true,5,3
Evans Bay,Cyclist,2026-04-26,1,7,145,true,5,1
Evans Bay,Cyclist,2026-04-26,2,7,146,true,8,5
Evans Bay,Cyclist,2026-04-26,3,7,147,true,4,4
Evans Bay,Cyclist,2026-04-26,4,7,148,true,4,3
Evans Bay,Cyclist,2026-04-26,5,7,149,true,6,3
Evans Bay,Cyclist,2026-04-26,6,7,150,true,12,3
Evans Bay,Cyclist,2026-04-26,7,7,151,true,40,5
Evans Bay,Cyclist,2026-04-26,8,7,152,true,84,5
Evans Bay,Cyclist,2026-04-26,9,7,153,true,76,5
Evans Bay,Cyclist,2026-04-26,10,7,154,true,104,5
Evans Bay,Cyclist,2026-04-26,11,7,155,true,154,5
Evans Bay,Cyclist,2026-04-26,12,7,156,true,117,4
Evans Bay,Cyclist,2026-04-26,13,7,157,true,99,5
Evans Bay,Cyclist,2026-04-26,14,7,158,true,119,5
Evans Bay,Cyclist,2026-04-26,15,7,159,true,134,5
Evans Bay,Cyclist,2026-04-26,16,7,160,true,112,5
Evans Bay,Cyclist,2026-04-26,17,7,161,true,58,5
Evans Bay,Cyclist,2026-04-26,18,7,162,true,25,4
Evans Bay,Cyclist,2026-04-26,19,7,163,true,8,2
Evans Bay,Cyclist,2026-04-26,20,7,164,true,15,3
Evans Bay,Cyclist,2026-04-26,21,7,165,true,24,5
Evans Bay,Cyclist,2026-04-26,22,7,166,true,5,4
Evans Bay,Cyclist,2026-04-26,23,7,167,true,2,2
Evans Bay,Cyclist,2026-04-27,1,1,1,false,4,3
Evans Bay,Cyclist,2026-04-27,2,1,2,false,2,2
Evans Bay,Cyclist,2026-04-27,4,1,4,false,3,3
Evans Bay,Cyclist,2026-04-27,5,1,5,false,5,3
Evans Bay,Cyclist,2026-04-27,6,1,6,false,28,4
Evans Bay,Cyclist,2026-04-27,7,1,7,false,73,5
Evans Bay,Cyclist,2026-04-27,8,1,8,false,127,5
Evans Bay,Cyclist,2026-04-27,9,1,9,false,170,5
Evans Bay,Cyclist,2026-04-27,10,1,10,false,251,5
Evans Bay,Cyclist,2026-04-27,11,1,11,false,291,5
Evans Bay,Cyclist,2026-04-27,12,1,12,false,293,5
Evans Bay,Cyclist,2026-04-27,13,1,13,false,200,5
Evans Bay,Cyclist,2026-04-27,14,1,14,false,274,5
Evans Bay,Cyclist,2026-04-27,15,1,15,false,203,5
Evans Bay,Cyclist,2026-04-27,16,1,16,false,158,5
Evans Bay,Cyclist,2026-04-27,17,1,17,false,84,5
Evans Bay,Cyclist,2026-04-27,18,1,18,false,38,5
Evans Bay,Cyclist,2026-04-27,19,1,19,false,17,4
Evans Bay,Cyclist,2026-04-27,20,1,20,false,15,4
Evans Bay,Cyclist,2026-04-27,21,1,21,false,9,3
Evans Bay,Cyclist,2026-04-27,22,1,22,false,3,2
Evans Bay,Cyclist,2026-04-27,23,1,23,false,2,2
Evans Bay,Cyclist,2026-04-28,4,2,28,false,2,2
Evans Bay,Cyclist,2026-04-28,5,2,29,false,15,4
Evans Bay,Cyclist,2026-04-28,6,2,30,false,94,5
Evans Bay,Cyclist,2026-04-28,7,2,31,false,235,5
Evans Bay,Cyclist,2026-04-28,8,2,32,false,246,5
Evans Bay,Cyclist,2026-04-28,9,2,33,false,90,5
Evans Bay,Cyclist,2026-04-28,10,2,34,false,60,5
Evans Bay,Cyclist,2026-04-28,11,2,35,false,39,5
Evans Bay,Cyclist,2026-04-28,12,2,36,false,62,5
Evans Bay,Cyclist,2026-04-28,13,2,37,false,59,5
Evans Bay,Cyclist,2026-04-28,14,2,38,false,66,5
Evans Bay,Cyclist,2026-04-28,15,2,39,false,76,5
Evans Bay,Cyclist,2026-04-28,16,2,40,false,172,5
Evans Bay,Cyclist,2026-04-28,17,2,41,false,335,5
Evans Bay,Cyclist,2026-04-28,18,2,42,false,139,5
Evans Bay,Cyclist,2026-04-28,19,2,43,false,50,5
Evans Bay,Cyclist,2026-04-28,20,2,44,false,33,5
Evans Bay,Cyclist,2026-04-28,21,2,45,false,15,5
Evans Bay,Cyclist,2026-04-28,22,2,46,false,6,3
Evans Bay,Cyclist,2026-04-28,23,2,47,false,1,1
Evans Bay,Cyclist,2026-04-29,0,3,48,false,2,2
Evans Bay,Cyclist,2026-04-29,2,3,50,false,1,1
Evans Bay,Cyclist,2026-04-29,5,3,53,false,11,4
Evans Bay,Cyclist,2026-04-29,6,3,54,false,93,5
Evans Bay,Cyclist,2026-04-29,7,3,55,false,238,5
Evans Bay,Cyclist,2026-04-29,8,3,56,false,260,5
Evans Bay,Cyclist,2026-04-29,9,3,57,false,81,5
Evans Bay,Cyclist,2026-04-29,10,3,58,false,55,5
Evans Bay,Cyclist,2026-04-29,11,3,59,false,39,5
Evans Bay,Cyclist,2026-04-29,12,3,60,false,97,5
Evans Bay,Cyclist,2026-04-29,13,3,61,false,82,5
Evans Bay,Cyclist,2026-04-29,14,3,62,false,63,5
Evans Bay,Cyclist,2026-04-29,15,3,63,false,90,5
Evans Bay,Cyclist,2026-04-29,16,3,64,false,159,5
Evans Bay,Cyclist,2026-04-29,17,3,65,false,295,5
Evans Bay,Cyclist,2026-04-29,18,3,66,false,130,5
Evans Bay,Cyclist,2026-04-29,19,3,67,false,50,5
Evans Bay,Cyclist,2026-04-29,20,3,68,false,33,5
Evans Bay,Cyclist,2026-04-29,21,3,69,false,29,5
Evans Bay,Cyclist,2026-04-29,23,3,71,false,3,2
