cell_id,cell_lat,cell_lon,event_date,event_hour,sensor_hits,metlink_hits,nzta_hits,total_hits,sources_hit,max_sev_rank,sources
"-41.3,174.82",-41.3,174.82,2026-04-06,19,0,3,0,3,1,3,metlink
"-41.26,174.78",-41.26,174.78,2026-04-05,2,0,3,0,3,1,3,metlink
"-41.17,174.96",-41.17,174.96,2026-04-01,16,0,3,0,3,1,3,metlink
"-41.28,174.74",-41.28,174.74,2026-04-28,16,0,3,0,3,1,3,metlink
"-41.33,174.77",-41.33,174.77,2026-04-07,7,0,3,0,3,1,3,metlink
"-41.18,174.83",-41.18,174.83,2026-04-10,16,0,3,0,3,1,3,metlink
"-41.17,174.84",-41.17,174.84,2026-04-15,7,0,3,0,3,1,3,metlink
"-41.22,174.8",-41.22,174.8,2026-04-14,16,0,3,0,3,1,3,metlink
"-41.28,174.74",-41.28,174.74,2026-04-08,7,0,3,0,3,1,3,metlink
"-41.29,174.72",-41.29,174.72,2026-04-24,17,0,3,0,3,1,3,metlink
"-41.18,174.96",-41.18,174.96,2026-04-04,20,0,3,0,3,1,3,metlink
"-41.32,174.76",-41.32,174.76,2026-04-30,7,0,3,0,3,1,3,metlink
"-41.31,174.82",-41.31,174.82,2026-04-20,19,0,3,0,3,1,2,metlink
"-41.21,174.9",-41.21,174.9,2026-04-08,13,0,3,0,3,1,2,metlink
"-41.12,174.88",-41.12,174.88,2026-04-26,18,0,3,0,3,1,2,metlink
"-41.21,174.92",-41.21,174.92,2026-04-10,17,0,3,0,3,1,2,metlink
"-41.34,174.79",-41.34,174.79,2026-04-17,7,0,3,0,3,1,2,metlink
"-41.25,174.78",-41.25,174.78,2026-04-07,16,0,3,0,3,1,2,metlink
"-40.87,175.04",-40.87,175.04,2026-04-02,16,0,3,0,3,1,2,metlink
"-41.32,174.8",-41.32,174.8,2026-04-01,15,0,3,0,3,1,2,metlink
"-40.89,174.98",-40.89,174.98,2026-04-07,21,0,3,0,3,1,2,metlink
"-40.9,175.01",-40.9,175.01,2026-04-14,7,0,3,0,3,1,2,metlink
"-41.21,174.95",-41.21,174.95,2026-04-30,7,0,3,0,3,1,2,metlink
"-41.32,174.81",-41.32,174.81,2026-04-17,7,0,3,0,3,1,2,metlink
"-41.24,174.81",-41.24,174.81,2026-04-30,7,0,3,0,3,1,2,metlink
"-41.18,174.96",-41.18,174.96,2026-04-24,19,0,3,0,3,1,2,metlink
"-41.32,174.8",-41.32,174.8,2026-04-06,15,0,3,0,3,1,2,metlink
"-41.2,174.93",-41.2,174.93,2026-04-17,6,0,3,0,3,1,2,metlink
"-41.29,174.76",-41.29,174.76,2026-04-28,9,0,3,0,3,1,2,metlink
"-41.24,174.94",-41.24,174.94,2026-04-24,14,0,3,0,3,1,2,metlink
"-41.24,174.79",-41.24,174.79,2026-04-22,16,0,3,0,3,1,2,metlink
"-41.3,174.89",-41.3,174.89,2026-04-29,21,0,3,0,3,1,2,metlink
"-41.3,174.82",-41.3,174.82,2026-04-07,16,0,3,0,3,1,2,metlink
"-41.34,174.82",-41.34,174.82,2026-04-09,18,0,3,0,3,1,2,metlink
"-40.76,175.17",-40.76,175.17,2026-04-18,15,0,3,0,3,1,2,metlink
"-41.13,175.05",-41.13,175.05,2026-04-01,13,0,3,0,3,1,2,metlink
"-41.29,174.9",-41.29,174.9,2026-04-18,18,0,3,0,3,1,2,metlink
"-41.26,174.91",-41.26,174.91,2026-04-13,7,0,3,0,3,1,2,metlink
"-41.24,174.81",-41.24,174.81,2026-04-10,16,0,3,0,3,1,2,metlink
"-41.2,174.95",-41.2,174.95,2026-04-05,10,0,3,0,3,1,2,metlink
"-41.3,174.78",-41.3,174.78,2026-04-29,8,0,3,0,3,1,2,metlink
"-41.32,174.8",-41.32,174.8,2026-04-21,13,0,3,0,3,1,2,metlink
"-41.29,174.78",-41.29,174.78,2026-04-10,13,0,3,0,3,1,2,metlink
"-41.33,174.77",-41.33,174.77,2026-04-13,9,0,3,0,3,1,2,metlink
"-41.19,174.98",-41.19,174.98,2026-04-12,20,0,3,0,3,1,2,metlink
"-40.88,175.05",-40.88,175.05,2026-04-08,7,0,3,0,3,1,2,metlink
"-41.33,174.77",-41.33,174.77,2026-04-13,17,0,3,0,3,1,2,metlink
"-40.76,175.15",-40.76,175.15,2026-04-17,19,0,3,0,3,1,2,metlink
"-41.28,174.75",-41.28,174.75,2026-04-07,15,0,3,0,3,1,2,metlink
"-41.22,174.91",-41.22,174.91,2026-04-21,17,0,3,0,3,1,2,metlink
"-40.92,174.98",-40.92,174.98,2026-04-18,17,0,3,0,3,1,2,metlink
"-40.92,174.99",-40.92,174.99,2026-04-14,14,0,3,0,3,1,2,metlink
"-41.29,174.77",-41.29,174.77,2026-04-09,11,0,3,0,3,1,2,metlink
"-41.33,174.76",-41.33,174.76,2026-04-26,12,0,3,0,3,1,2,metlink
"-41.28,174.75",-41.28,174.75,2026-04-21,9,0,3,0,3,1,2,metlink
"-41.3,174.78",-41.3,174.78,2026-04-28,9,0,3,0,3,1,2,metlink
"-41.31,174.82",-41.31,174.82,2026-04-09,10,0,3,0,3,1,2,metlink
"-41.22,174.89",-41.22,174.89,2026-04-22,13,0,3,0,3,1,2,metlink
"-41.21,174.93",-41.21,174.93,2026-04-23,9,0,3,0,3,1,2,metlink
"-41.32,174.8",-41.32,174.8,2026-04-24,22,0,3,0,3,1,2,metlink
"-41.12,174.87",-41.12,174.87,2026-04-07,11,0,3,0,3,1,2,metlink
"-41.28,174.78",-41.28,174.78,2026-04-17,20,0,3,0,3,1,2,metlink
"-41.25,174.94",-41.25,174.94,2026-04-14,15,0,3,0,3,1,2,metlink
"-41.29,174.78",-41.29,174.78,2026-04-30,18,0,3,0,3,1,2,metlink
"-41.32,174.82",-41.32,174.82,2026-04-19,13,0,3,0,3,1,2,metlink
"-41.16,174.84",-41.16,174.84,2026-04-02,9,0,3,0,3,1,2,metlink
"-41.13,175.05",-41.13,175.05,2026-04-23,9,0,3,0,3,1,2,metlink
"-41.12,174.88",-41.12,174.88,2026-04-17,6,0,3,0,3,1,2,metlink
"-41.21,174.82",-41.21,174.82,2026-04-15,14,0,3,0,3,1,2,metlink
"-41.27,174.76",-41.27,174.76,2026-04-22,20,0,3,0,3,1,2,metlink
"-41.19,174.94",-41.19,174.94,2026-04-02,18,0,3,0,3,1,2,metlink
"-41.3,174.89",-41.3,174.89,2026-04-05,7,0,3,0,3,1,2,metlink
"-41.32,174.78",-41.32,174.78,2026-04-18,11,0,3,0,3,1,2,metlink
"-41.28,174.77",-41.28,174.77,2026-04-29,12,0,3,0,3,1,2,metlink
"-41.32,174.81",-41.32,174.81,2026-04-12,15,0,3,0,3,1,2,metlink
"-41.14,174.87",-41.14,174.87,2026-04-09,9,0,3,0,3,1,2,metlink
"-40.78,175.14",-40.78,175.14,2026-04-03,19,0,0,3,3,1,3,nzta
"-40.78,175.14",-40.78,175.14,2026-04-03,13,0,0,3,3,1,3,nzta
"-40.78,175.14",-40.78,175.14,2026-04-03,8,0,0,3,3,1,3,nzta
"-41.21,174.82",-41.21,174.82,2026-04-06,17,0,0,3,3,1,3,nzta
"-41.21,174.82",-41.21,174.82,2026-04-06,9,0,0,3,3,1,3,nzta
"-41.21,174.82",-41.21,174.82,2026-04-06,5,0,0,3,3,1,3,nzta
"-40.78,175.14",-40.78,175.14,2026-04-06,6,0,0,3,3,1,3,nzta
"-40.87,175.03",-40.87,175.03,2026-04-06,18,0,0,3,3,1,2,nzta
"-41.28,174.77",-41.28,174.77,2026-04-20,18,0,0,3,3,1,3,nzta
"-40.87,175.03",-40.87,175.03,2026-04-06,10,0,0,3,3,1,2,nzta
"-41.28,174.77",-41.28,174.77,2026-04-20,10,0,0,3,3,1,3,nzta
"-41.14,174.85",-41.14,174.85,2026-04-20,7,0,3,0,3,1,2,metlink
"-41.33,174.79",-41.33,174.79,2026-04-19,17,0,3,0,3,1,2,metlink
"-41.17,174.94",-41.17,174.94,2026-04-25,18,0,3,0,3,1,2,metlink
"-41.18,174.83",-41.18,174.83,2026-04-23,7,0,3,0,3,1,2,metlink
"-41.23,174.79",-41.23,174.79,2026-04-17,7,0,3,0,3,1,2,metlink
"-41.22,174.87",-41.22,174.87,2026-04-16,7,0,3,0,3,1,2,metlink
"-41.19,174.95",-41.19,174.95,2026-04-21,16,0,3,0,3,1,2,metlink
"-40.9,174.98",-40.9,174.98,2026-04-23,16,0,3,0,3,1,2,metlink
"-41.22,174.81",-41.22,174.81,2026-04-05,12,0,3,0,3,1,2,metlink
"-40.89,174.98",-40.89,174.98,2026-04-10,16,0,3,0,3,1,2,metlink
"-41.2,174.92",-41.2,174.92,2026-04-15,22,0,3,0,3,1,2,metlink
"-40.87,175.04",-40.87,175.04,2026-04-01,9,0,3,0,3,1,2,metlink
"-41.16,175.02",-41.16,175.02,2026-04-23,14,0,3,0,3,1,2,metlink
"-41.31,174.77",-41.31,174.77,2026-04-11,8,0,3,0,3,1,2,metlink
"-41.2,174.92",-41.2,174.92,2026-04-17,16,0,3,0,3,1,2,metlink
"-41.16,174.82",-41.16,174.82,2026-04-02,18,0,3,0,3,1,2,metlink
"-41.33,174.76",-41.33,174.76,2026-04-12,12,0,3,0,3,1,2,metlink
"-41.29,174.79",-41.29,174.79,2026-04-24,7,0,3,0,3,1,2,metlink
"-41.31,174.82",-41.31,174.82,2026-04-16,10,0,3,0,3,1,2,metlink
"-41.13,175.06",-41.13,175.06,2026-04-29,12,0,3,0,3,1,2,metlink
"-41.3,174.8",-41.3,174.8,2026-04-03,21,0,3,0,3,1,2,metlink
"-41.25,174.91",-41.25,174.91,2026-04-05,1,0,3,0,3,1,2,metlink
"-41.29,174.9",-41.29,174.9,2026-04-18,6,0,3,0,3,1,2,metlink
"-41.24,174.81",-41.24,174.81,2026-04-29,7,0,3,0,3,1,2,metlink
"-41.32,174.81",-41.32,174.81,2026-04-01,15,0,3,0,3,1,2,metlink
"-41.13,175.04",-41.13,175.04,2026-04-13,12,0,3,0,3,1,2,metlink
"-41.21,174.91",-41.21,174.91,2026-04-04,9,0,3,0,3,1,2,metlink
"-41.15,174.86",-41.15,174.86,2026-04-02,13,0,3,0,3,1,2,metlink
"-41.29,174.76",-41.29,174.76,2026-04-10,10,0,3,0,3,1,2,metlink
"-41.32,174.81",-41.32,174.81,2026-04-15,9,0,3,0,3,1,2,metlink
"-41.29,174.77",-41.29,174.77,2026-04-22,11,0,3,0,3,1,2,metlink
"-41.2,174.94",-41.2,174.94,2026-04-02,8,0,3,0,3,1,2,metlink
"-41.13,174.88",-41.13,174.88,2026-04-13,23,0,3,0,3,1,2,metlink
"-41.34,174.77",-41.34,174.77,2026-04-03,9,0,3,0,3,1,2,metlink
"-41.18,174.98",-41.18,174.98,2026-04-29,12,0,3,0,3,1,2,metlink
"-41.31,174.8",-41.31,174.8,2026-04-09,18,0,3,0,3,1,2,metlink
"-41.29,174.78",-41.29,174.78,2026-04-27,8,0,3,0,3,1,2,metlink
"-40.76,175.17",-40.76,175.17,2026-04-27,8,0,3,0,3,1,2,metlink
"-41.23,174.91",-41.23,174.91,2026-04-17,15,0,3,0,3,1,2,metlink
"-41.31,174.78",-41.31,174.78,2026-04-01,22,0,3,0,3,1,2,metlink
"-40.96,175.63",-40.96,175.63,2026-04-22,10,0,3,0,3,1,2,metlink
"-41.29,174.74",-41.29,174.74,2026-04-11,16,0,3,0,3,1,2,metlink
"-40.87,175.06",-40.87,175.06,2026-04-16,16,0,3,0,3,1,2,metlink
"-41.33,174.76",-41.33,174.76,2026-04-19,11,0,3,0,3,1,2,metlink
"-41.32,174.83",-41.32,174.83,2026-04-14,12,0,3,0,3,1,2,metlink
"-41.28,174.77",-41.28,174.77,2026-04-28,18,0,3,0,3,1,2,metlink
"-41.29,174.76",-41.29,174.76,2026-04-20,9,0,3,0,3,1,2,metlink
"-41.32,174.81",-41.32,174.81,2026-04-13,20,0,3,0,3,1,2,metlink
"-40.78,175.14",-40.78,175.14,2026-04-21,19,0,0,3,3,1,3,nzta
"-40.78,175.14",-40.78,175.14,2026-04-21,13,0,0,3,3,1,3,nzta
"-40.78,175.14",-40.78,175.14,2026-04-21,8,0,0,3,3,1,3,nzta
"-40.87,175.03",-40.87,175.03,2026-04-06,6,0,0,3,3,1,2,nzta
"-41.28,174.77",-41.28,174.77,2026-04-20,6,0,0,3,3,1,3,nzta
"-41.19,174.83",-41.19,174.83,2026-04-20,23,0,0,3,3,1,2,nzta
"-41.19,174.83",-41.19,174.83,2026-04-20,4,0,0,3,3,1,2,nzta
"-41.21,174.82",-41.21,174.82,2026-04-03,21,0,0,3,3,1,3,nzta
"-40.78,175.14",-40.78,175.14,2026-04-06,18,0,0,3,3,1,3,nzta
"-40.78,175.14",-40.78,175.14,2026-04-06,10,0,0,3,3,1,3,nzta
"-40.78,175.14",-40.78,175.14,2026-04-03,0,0,0,3,3,1,3,nzta
"-41.13,174.84",-41.13,174.84,2026-04-03,14,0,0,3,3,1,3,nzta
"-41.21,174.82",-41.21,174.82,2026-04-21,3,0,0,3,3,1,3,nzta
"-41.27,174.76",-41.27,174.76,2026-04-16,8,0,3,0,3,1,3,metlink
"-41.14,174.84",-41.14,174.84,2026-04-28,8,0,3,0,3,1,3,metlink
"-41.29,174.77",-41.29,174.77,2026-04-13,17,0,3,0,3,1,3,metlink
"-41.32,174.78",-41.32,174.78,2026-04-25,20,0,3,0,3,1,3,metlink
"-41.27,174.75",-41.27,174.75,2026-04-07,17,0,3,0,3,1,3,metlink
"-41.25,174.94",-41.25,174.94,2026-04-21,8,0,3,0,3,1,3,metlink
"-41.3,174.76",-41.3,174.76,2026-04-28,16,0,3,0,3,1,3,metlink
"-41.16,174.83",-41.16,174.83,2026-04-07,16,0,3,0,3,1,3,metlink
"-41.31,174.88",-41.31,174.88,2026-04-23,18,0,3,0,3,1,3,metlink
"-40.9,174.98",-40.9,174.98,2026-04-22,16,0,3,0,3,1,3,metlink
"-41.26,174.95",-41.26,174.95,2026-04-04,21,0,3,0,3,1,3,metlink
"-41.22,174.87",-41.22,174.87,2026-04-18,19,0,3,0,3,1,3,metlink
"-41.29,174.78",-41.29,174.78,2026-04-11,1,0,3,0,3,1,3,metlink
"-41.23,174.95",-41.23,174.95,2026-04-13,17,0,3,0,3,1,3,metlink
"-41.32,174.78",-41.32,174.78,2026-04-19,19,0,3,0,3,1,3,metlink
"-41.3,174.89",-41.3,174.89,2026-04-02,7,0,3,0,3,1,3,metlink
"-41.24,174.79",-41.24,174.79,2026-04-06,11,0,3,0,3,1,3,metlink
"-41.25,174.94",-41.25,174.94,2026-04-15,16,0,3,0,3,1,3,metlink
"-41.32,174.78",-41.32,174.78,2026-04-28,7,0,3,0,3,1,3,metlink
"-40.96,175.63",-40.96,175.63,2026-04-16,7,0,3,0,3,1,3,metlink
"-41.19,174.92",-41.19,174.92,2026-04-09,16,0,3,0,3,1,3,metlink
"-41.11,174.89",-41.11,174.89,2026-04-02,16,0,3,0,3,1,3,metlink
"-41.28,174.77",-41.28,174.77,2026-04-16,7,0,3,0,3,1,3,metlink
"-41.2,174.96",-41.2,174.96,2026-04-16,7,0,3,0,3,1,3,metlink
"-41.21,174.92",-41.21,174.92,2026-04-15,7,0,3,0,3,1,3,metlink
"-41.31,174.83",-41.31,174.83,2026-04-15,16,0,3,0,3,1,3,metlink
"-41.3,174.78",-41.3,174.78,2026-04-01,10,0,3,0,3,1,3,metlink
"-40.89,175.0",-40.89,175.0,2026-04-13,7,0,3,0,3,1,3,metlink
"-41.12,174.84",-41.12,174.84,2026-04-28,16,0,3,0,3,1,3,metlink
"-41.22,174.8",-41.22,174.8,2026-04-21,16,0,3,0,3,1,3,metlink
"-41.2,174.92",-41.2,174.92,2026-04-09,16,0,3,0,3,1,3,metlink
"-41.33,174.76",-41.33,174.76,2026-04-24,16,0,3,0,3,1,3,metlink
"-41.25,174.8",-41.25,174.8,2026-04-24,16,0,3,0,3,1,3,metlink
"-41.12,175.05",-41.12,175.05,2026-04-24,7,0,3,0,3,1,3,metlink
"-41.23,174.8",-41.23,174.8,2026-04-20,16,0,3,0,3,1,3,metlink
"-41.14,175.04",-41.14,175.04,2026-04-09,7,0,3,0,3,1,3,metlink
"-41.3,174.83",-41.3,174.83,2026-04-30,16,0,3,0,3,1,2,metlink
"-40.87,175.05",-40.87,175.05,2026-04-10,17,0,3,0,3,1,2,metlink
"-41.21,174.91",-41.21,174.91,2026-04-16,18,0,3,0,3,1,2,metlink
"-40.89,174.98",-40.89,174.98,2026-04-15,12,0,3,0,3,1,2,metlink
"-41.13,175.04",-41.13,175.04,2026-04-29,16,0,3,0,3,1,2,metlink
"-41.13,175.05",-41.13,175.05,2026-04-02,18,0,3,0,3,1,2,metlink
"-41.29,174.79",-41.29,174.79,2026-04-16,7,0,3,0,3,1,2,metlink
"-41.18,174.95",-41.18,174.95,2026-04-12,14,0,3,0,3,1,2,metlink
"-41.15,174.86",-41.15,174.86,2026-04-28,7,0,3,0,3,1,2,metlink
"-41.32,174.82",-41.32,174.82,2026-04-06,13,0,3,0,3,1,2,metlink
"-41.22,174.87",-41.22,174.87,2026-04-04,11,0,3,0,3,1,2,metlink
"-41.32,174.76",-41.32,174.76,2026-04-09,12,0,3,0,3,1,2,metlink
"-41.29,174.77",-41.29,174.77,2026-04-19,13,0,3,0,3,1,2,metlink
"-41.21,174.93",-41.21,174.93,2026-04-16,13,0,3,0,3,1,2,metlink
"-41.3,174.82",-41.3,174.82,2026-04-17,16,0,3,0,3,1,2,metlink
"-40.89,174.98",-40.89,174.98,2026-04-28,12,0,3,0,3,1,2,metlink
"-41.29,174.77",-41.29,174.77,2026-04-15,13,0,3,0,3,1,2,metlink
"-41.21,174.81",-41.21,174.81,2026-04-13,8,0,3,0,3,1,2,metlink
"-41.11,175.1",-41.11,175.1,2026-04-08,7,0,3,0,3,1,2,metlink
"-41.22,174.81",-41.22,174.81,2026-04-08,21,0,3,0,3,1,2,metlink
"-41.21,174.91",-41.21,174.91,2026-04-03,8,0,3,0,3,1,2,metlink
"-41.23,174.82",-41.23,174.82,2026-04-28,7,0,3,0,3,1,2,metlink
"-41.32,174.8",-41.32,174.8,2026-04-07,23,0,3,0,3,1,2,metlink
"-41.14,175.04",-41.14,175.04,2026-04-22,7,0,3,0,3,1,2,metlink
"-41.13,175.05",-41.13,175.05,2026-04-02,10,0,3,0,3,1,2,metlink
"-40.89,174.98",-40.89,174.98,2026-04-09,8,0,3,0,3,1,2,metlink
"-41.18,174.82",-41.18,174.82,2026-04-09,16,0,3,0,3,1,2,metlink
"-41.3,174.89",-41.3,174.89,2026-04-06,17,0,3,0,3,1,2,metlink
"-41.13,174.84",-41.13,174.84,2026-04-26,9,0,3,0,3,1,2,metlink
"-41.33,174.77",-41.33,174.77,2026-04-19,10,0,3,0,3,1,2,metlink
"-40.76,175.17",-40.76,175.17,2026-04-01,10,0,3,0,3,1,2,metlink
"-41.24,174.94",-41.24,174.94,2026-04-27,20,0,3,0,3,1,2,metlink
"-40.89,174.98",-40.89,174.98,2026-04-07,7,0,3,0,3,1,2,metlink
"-41.17,174.83",-41.17,174.83,2026-04-29,7,0,3,0,3,1,2,metlink
"-41.21,174.88",-41.21,174.88,2026-04-24,18,0,3,0,3,1,2,metlink
"-41.23,174.92",-41.23,174.92,2026-04-28,15,0,3,0,3,1,2,metlink
"-41.22,174.87",-41.22,174.87,2026-04-30,18,0,3,0,3,1,2,metlink
"-41.26,174.78",-41.26,174.78,2026-04-02,18,0,3,0,3,1,2,metlink
"-41.23,174.82",-41.23,174.82,2026-04-11,13,0,3,0,3,1,2,metlink
"-41.28,174.78",-41.28,174.78,2026-04-09,11,0,3,0,3,1,2,metlink
"-41.12,174.9",-41.12,174.9,2026-04-27,1,0,3,0,3,1,2,metlink
"-41.11,175.1",-41.11,175.1,2026-04-22,22,0,3,0,3,1,2,metlink
"-41.33,174.79",-41.33,174.79,2026-04-08,19,0,3,0,3,1,2,metlink
"-41.15,174.83",-41.15,174.83,2026-04-24,8,0,3,0,3,1,2,metlink
"-41.29,174.78",-41.29,174.78,2026-04-12,20,0,3,0,3,1,2,metlink
"-41.28,174.77",-41.28,174.77,2026-04-17,18,0,3,0,3,1,2,metlink
"-41.32,174.79",-41.32,174.79,2026-04-13,17,0,3,0,3,1,2,metlink
"-41.23,174.82",-41.23,174.82,2026-04-18,18,0,3,0,3,1,2,metlink
"-40.92,174.98",-40.92,174.98,2026-04-22,21,0,3,0,3,1,2,metlink
"-41.12,175.05",-41.12,175.05,2026-04-13,12,0,3,0,3,1,2,metlink
"-41.25,174.81",-41.25,174.81,2026-04-04,18,0,3,0,3,1,2,metlink
"-41.29,174.79",-41.29,174.79,2026-04-29,17,0,3,0,3,1,2,metlink
"-41.19,174.94",-41.19,174.94,2026-04-20,12,0,3,0,3,1,2,metlink
"-41.26,174.78",-41.26,174.78,2026-04-07,9,0,3,0,3,1,2,metlink
"-41.29,174.77",-41.29,174.77,2026-04-19,19,0,3,0,3,1,2,metlink
"-41.31,174.82",-41.31,174.82,2026-04-01,18,0,3,0,3,1,2,metlink
"-41.31,174.79",-41.31,174.79,2026-04-24,21,0,3,0,3,1,2,metlink
"-41.22,174.83",-41.22,174.83,2026-04-07,18,0,3,0,3,1,2,metlink
"-41.33,174.79",-41.33,174.79,2026-04-24,22,0,3,0,3,1,2,metlink
"-41.29,174.73",-41.29,174.73,2026-04-24,18,0,3,0,3,1,2,metlink
"-41.15,175.01",-41.15,175.01,2026-04-28,15,0,3,0,3,1,2,metlink
"-41.22,174.82",-41.22,174.82,2026-04-07,6,0,3,0,3,1,2,metlink
"-41.2,174.82",-41.2,174.82,2026-04-05,12,0,3,0,3,1,2,metlink
"-41.24,174.91",-41.24,174.91,2026-04-01,19,0,3,0,3,1,2,metlink
"-41.33,174.76",-41.33,174.76,2026-04-24,11,0,3,0,3,1,2,metlink
"-41.3,174.9",-41.3,174.9,2026-04-05,7,0,3,0,3,1,2,metlink
"-41.23,174.83",-41.23,174.83,2026-04-09,18,0,3,0,3,1,2,metlink
"-41.22,174.8",-41.22,174.8,2026-04-25,16,0,3,0,3,1,2,metlink
"-41.3,174.79",-41.3,174.79,2026-04-11,9,0,3,0,3,1,2,metlink
"-41.27,174.76",-41.27,174.76,2026-04-04,13,0,3,0,3,1,2,metlink
"-40.78,175.14",-40.78,175.14,2026-04-21,17,0,0,3,3,1,3,nzta
"-40.78,175.14",-40.78,175.14,2026-04-21,9,0,0,3,3,1,3,nzta
"-40.78,175.14",-40.78,175.14,2026-04-21,5,0,0,3,3,1,3,nzta
"-40.84,175.09",-40.84,175.09,2026-04-06,2,0,0,3,3,1,2,nzta
"-41.21,174.82",-41.21,174.82,2026-04-03,22,0,0,3,3,1,3,nzta
"-41.21,174.82",-41.21,174.82,2026-04-03,15,0,0,3,3,1,3,nzta
"-40.76,175.16",-40.76,175.16,2026-04-06,20,0,0,3,3,1,3,nzta
"-41.19,174.83",-41.19,174.83,2026-04-06,10,0,0,3,3,1,3,nzta
"-41.21,174.82",-41.21,174.82,2026-04-06,0,0,0,3,3,1,3,nzta
"-41.27,174.78",-41.27,174.78,2026-04-27,3,0,0,3,3,1,3,nzta
"-41.27,174.78",-41.27,174.78,2026-04-06,7,0,0,3,3,1,3,nzta
"-41.29,174.77",-41.29,174.77,2026-04-21,14,3,0,0,3,1,2,sensors
"-41.14,174.84",-41.14,174.84,2026-04-26,20,0,3,0,3,1,3,metlink
"-41.14,174.84",-41.14,174.84,2026-04-04,6,0,3,0,3,1,3,metlink
"-41.18,174.83",-41.18,174.83,2026-04-22,6,0,3,0,3,1,3,metlink
"-41.26,174.95",-41.26,174.95,2026-04-07,16,0,3,0,3,1,3,metlink
"-41.17,174.97",-41.17,174.97,2026-04-28,16,0,3,0,3,1,3,metlink
"-41.33,174.81",-41.33,174.81,2026-04-22,16,0,3,0,3,1,3,metlink
"-41.32,174.76",-41.32,174.76,2026-04-30,16,0,3,0,3,1,3,metlink
"-41.32,174.8",-41.32,174.8,2026-04-04,15,0,3,0,3,1,3,metlink
"-41.34,174.79",-41.34,174.79,2026-04-13,7,0,3,0,3,1,3,metlink
"-41.24,174.81",-41.24,174.81,2026-04-10,7,0,3,0,3,1,3,metlink
"-41.33,174.8",-41.33,174.8,2026-04-28,16,0,3,0,3,1,3,metlink
"-41.13,174.86",-41.13,174.86,2026-04-12,19,0,3,0,3,1,3,metlink
"-41.12,174.84",-41.12,174.84,2026-04-09,16,0,3,0,3,1,3,metlink
"-41.25,174.95",-41.25,174.95,2026-04-07,16,0,3,0,3,1,3,metlink
"-41.33,174.81",-41.33,174.81,2026-04-30,7,0,3,0,3,1,3,metlink
"-40.92,174.99",-40.92,174.99,2026-04-29,9,0,3,0,3,1,3,metlink
"-41.12,175.08",-41.12,175.08,2026-04-20,16,0,3,0,3,1,3,metlink
"-41.17,174.97",-41.17,174.97,2026-04-15,7,0,3,0,3,1,3,metlink
"-41.19,174.98",-41.19,174.98,2026-04-01,16,0,3,0,3,1,3,metlink
"-41.29,174.8",-41.29,174.8,2026-04-30,7,0,3,0,3,1,3,metlink
"-41.23,174.88",-41.23,174.88,2026-04-02,7,0,3,0,3,1,3,metlink
"-41.34,174.77",-41.34,174.77,2026-04-21,7,0,3,0,3,1,3,metlink
"-41.24,174.81",-41.24,174.81,2026-04-30,16,0,3,0,3,1,3,metlink
"-40.9,175.01",-40.9,175.01,2026-04-13,9,0,3,0,3,1,3,metlink
"-41.19,174.98",-41.19,174.98,2026-04-17,11,0,3,0,3,1,3,metlink
"-40.89,175.0",-40.89,175.0,2026-04-20,13,0,3,0,3,1,3,metlink
"-41.13,175.05",-41.13,175.05,2026-04-21,16,0,3,0,3,1,3,metlink
"-41.11,175.1",-41.11,175.1,2026-04-08,14,0,3,0,3,1,2,metlink
"-41.19,174.92",-41.19,174.92,2026-04-01,16,0,3,0,3,1,2,metlink
"-41.25,174.95",-41.25,174.95,2026-04-08,12,0,3,0,3,1,2,metlink
"-41.21,174.91",-41.21,174.91,2026-04-28,18,0,3,0,3,1,2,metlink
"-41.09,175.1",-41.09,175.1,2026-04-16,16,0,3,0,3,1,2,metlink
"-41.24,174.79",-41.24,174.79,2026-04-10,16,0,3,0,3,1,2,metlink
"-41.3,174.72",-41.3,174.72,2026-04-28,7,0,3,0,3,1,2,metlink
"-40.92,175.0",-40.92,175.0,2026-04-29,10,0,3,0,3,1,2,metlink
"-41.31,174.78",-41.31,174.78,2026-04-07,15,0,3,0,3,1,2,metlink
"-41.19,174.98",-41.19,174.98,2026-04-05,19,0,3,0,3,1,2,metlink
"-41.34,174.79",-41.34,174.79,2026-04-07,7,0,3,0,3,1,2,metlink
"-41.25,174.77",-41.25,174.77,2026-04-23,16,0,3,0,3,1,2,metlink
"-41.11,174.87",-41.11,174.87,2026-04-04,3,0,3,0,3,1,2,metlink
"-41.12,174.89",-41.12,174.89,2026-04-10,16,0,3,0,3,1,2,metlink
"-41.26,174.8",-41.26,174.8,2026-04-08,17,0,3,0,3,1,2,metlink
"-41.29,174.77",-41.29,174.77,2026-04-06,19,0,3,0,3,1,2,metlink
"-41.19,174.98",-41.19,174.98,2026-04-15,8,0,3,0,3,1,2,metlink
"-41.2,174.92",-41.2,174.92,2026-04-29,6,0,3,0,3,1,2,metlink
"-41.25,174.94",-41.25,174.94,2026-04-28,18,0,3,0,3,1,2,metlink
"-41.18,174.95",-41.18,174.95,2026-04-28,15,0,3,0,3,1,2,metlink
"-41.22,174.87",-41.22,174.87,2026-04-11,17,0,3,0,3,1,2,metlink
"-41.17,174.84",-41.17,174.84,2026-04-17,7,0,3,0,3,1,2,metlink
"-41.29,174.77",-41.29,174.77,2026-04-06,13,0,3,0,3,1,2,metlink
