ANOMALY_ID,DETECTOR,DETECTOR_NAME,SERVICE_DATE,EVENT_HOUR,DAY_NAME,ENTITY_TYPE,ROUTE_ID,ROUTE_SHORT_NAME,MODE,STOP_ID,STOP_NAME,STOP_LAT,STOP_LON,OBSERVED_VALUE,EXPECTED_VALUE,SCORE,SEVERITY,DETAIL
D01|83__0__111__NBM__36__5__36__5_20260823|20260408|45,D01,delay_outlier,2026-04-08,10,Wednesday,STOP_EVENT,830,83,BUS,9839,Lowry Bay (near 230),-41.25779887,174.9127414,355.0,37.0,3.405,MEDIUM,83 at Lowry Bay (near 230) ran 355s vs typical 37.0s
D01|23__1__406__TZM__114__2__114__2_20260719|20260411|26,D01,delay_outlier,2026-04-11,10,Saturday,STOP_EVENT,230,23,BUS,5006,Manners Street at Willis Street,-41.28955074999999,174.7749028,91.0,-15.0,3.405,MEDIUM,23 at Manners Street at Willis Street ran 91s vs typical -15.0s
D01|HVL__1__2625__RAIL__Rail_MTuWThF-XHol_20260823|20260429|10,D01,delay_outlier,2026-04-29,9,Wednesday,STOP_EVENT,5,HVL,RAIL,EPUN,Epuni Station,-41.20750643,174.93031151,122.0,16.0,3.405,MEDIUM,HVL at Epuni Station ran 122s vs typical 16.0s
D01|31x__0__125__NBM__24__4__24__4_20260823|20260423|8,D01,delay_outlier,2026-04-23,19,Thursday,STOP_EVENT,310,31x,BUS,6216,Waitoa Road at Bus Tunnel,-41.30220991,174.79209335,112.0,6.0,3.405,MEDIUM,31x at Waitoa Road at Bus Tunnel ran 112s vs typical 6.0s
D02|2__1__178__NBM__27__3__27__3_20260823|20260416|6027,D02,bunching,2026-04-16,11,Thursday,HEADWAY,20,2,BUS,6027,Rongotai Road (near 119),-41.31848387,174.7991619,46.0,309.0,3.405,MEDIUM,2 bunched at Rongotai Road (near 119): 46s gap vs 309s scheduled
D01|1__0__777__TZM__108__1__108__1_20260719|20260405|7,D01,delay_outlier,2026-04-05,17,Sunday,STOP_EVENT,10,1,BUS,7126,Adelaide Road at Duppa Street,-41.32347,174.77504,302.0,34.5,3.404,MEDIUM,1 at Adelaide Road at Duppa Street ran 302s vs typical 35.0s
D01|203__0__103__TZM__701__1__701__1_20260823|20260421|20,D01,delay_outlier,2026-04-21,11,Tuesday,STOP_EVENT,2030,203,BUS,1855,Masterton - Church Street,-40.95000352999999,175.6621322,-183.0,31.5,-3.404,MEDIUM,203 at Masterton - Church Street ran -183s vs typical 32.0s
D01|N4__0__103__TZM__206__206_20260719|20260406|36,D01,delay_outlier,2026-04-06,3,Monday,STOP_EVENT,9914,N4,BUS,3824,Kanpur Road at Jaunpur Crescent,-41.23549684,174.7930082,189.0,27.5,3.404,MEDIUM,N4 at Kanpur Road at Jaunpur Crescent ran 189s vs typical 28.0s
D01|24__0__131__TZM__108__5__108__5_20260823|20260420|57,D01,delay_outlier,2026-04-20,16,Monday,STOP_EVENT,240,24,BUS,4433,Onslow Alms - Onslow Road,-41.25311065,174.8013673,355.0,32.0,3.404,MEDIUM,24 at Onslow Alms - Onslow Road ran 355s vs typical 32.0s
D01|120__0__719__TZM__602__1__602__1_20260719|20260405|16,D01,delay_outlier,2026-04-05,13,Sunday,STOP_EVENT,1200,120,BUS,9251,Taita Station - High Street - Stop B,-41.17955244,174.96094477,167.0,5.5,3.404,MEDIUM,120 at Taita Station - High Street - Stop B ran 167s vs typical 6.0s
D01|14__0__169__NBM__96__96_20260823|20260428|36,D01,delay_outlier,2026-04-28,16,Tuesday,STOP_EVENT,140,14,BUS,5111,Molesworth Street at Parliament,-41.27851311,174.7780663,318.0,48.0,3.404,MEDIUM,14 at Molesworth Street at Parliament ran 318s vs typical 48.0s
D02|2__0__155__NBM__78__1__78__1_20260823|20260416|7218,D02,bunching,2026-04-16,9,Thursday,HEADWAY,20,2,BUS,7218,Moxham Avenue at Raupo Street (near 88),-41.30747512,174.79294034,38.0,255.0,3.404,MEDIUM,2 bunched at Moxham Avenue at Raupo Street (near 88): 38s gap vs 255s scheduled
D02|2__0__155__NBM__78__1__78__1_20260823|20260423|7214,D02,bunching,2026-04-23,9,Thursday,HEADWAY,20,2,BUS,7214,Pirie Street at Porritt Avenue (near 66),-41.29835369,174.78583212,31.0,208.0,3.404,MEDIUM,2 bunched at Pirie Street at Porritt Avenue (near 66): 31s gap vs 208s scheduled
D02|2__0__115__NBM__1__3__1__3_20260823|20260413|7214,D02,bunching,2026-04-13,7,Monday,HEADWAY,20,2,BUS,7214,Pirie Street at Porritt Avenue (near 66),-41.29835369,174.78583212,31.0,208.0,3.404,MEDIUM,2 bunched at Pirie Street at Porritt Avenue (near 66): 31s gap vs 208s scheduled
D01|120__0__141__TZM__420__1__420__1_20260823|20260417|1,D01,delay_outlier,2026-04-17,11,Friday,STOP_EVENT,1200,120,BUS,0911,Cornwall Street at Pretoria Street (temporary stop),-41.20698,174.91029,246.0,29.0,3.404,MEDIUM,120 at Cornwall Street at Pretoria Street (temporary stop) ran 246s vs typical 29.0s
D01|160__0__721__TZM__601__601_20260719|20260405|10,D01,delay_outlier,2026-04-05,18,Sunday,STOP_EVENT,1600,160,BUS,9146,Wainui Road at Our Lady Of The Rosary (near 11),-41.2251551,174.9150107,-68.0,40.5,-3.404,MEDIUM,160 at Wainui Road at Our Lady Of The Rosary (near 11) ran -68s vs typical 41.0s
D01|1__1__230__TZM__207__7__207__7_20260823|20260428|5,D01,delay_outlier,2026-04-28,16,Tuesday,STOP_EVENT,10,1,BUS,3060,Cortina Avenue (near 21),-41.22236371999999,174.7976599,287.0,70.0,3.404,MEDIUM,1 at Cortina Avenue (near 21) ran 287s vs typical 70.0s
D01|14__0__755__NBM__23__2__23__2_20260719|20260406|23,D01,delay_outlier,2026-04-06,22,Monday,STOP_EVENT,140,14,BUS,7517,Oriental Parade (near 260),-41.29112111,174.7956056,164.0,55.5,3.404,MEDIUM,14 at Oriental Parade (near 260) ran 164s vs typical 56.0s
D02|2__1__148__NBM__89__89_20260823|20260430|4312,D02,bunching,2026-04-30,9,Thursday,HEADWAY,20,2,BUS,4312,Tinakori Road at St Mary Street,-41.27929047,174.7685352,48.0,322.0,3.404,MEDIUM,2 bunched at Tinakori Road at St Mary Street: 48s gap vs 322s scheduled
D01|2__1__254__NBM__87__87_20260823|20260429|20,D01,delay_outlier,2026-04-29,16,Wednesday,STOP_EVENT,20,2,BUS,5508,Lambton Quay at Hunter Street,-41.2850002794407,174.77560946220586,365.0,34.5,3.403,MEDIUM,2 at Lambton Quay at Hunter Street ran 365s vs typical 35.0s
D01|262__1__422__UZM__703__703_20260719|20260404|11,D01,delay_outlier,2026-04-04,18,Saturday,STOP_EVENT,2620,262,BUS,1170,Manly Street (near 299),-40.88059169,175.0015283,126.0,15.0,3.403,MEDIUM,262 at Manly Street (near 299) ran 126s vs typical 15.0s
D01|200__1__102__TZM__703__1__703__1_20260823|20260430|14,D01,delay_outlier,2026-04-30,7,Thursday,STOP_EVENT,2000,200,BUS,1936,Carterton - Memorial Square,-41.02352925999999,175.5289191,316.0,38.5,3.403,MEDIUM,200 at Carterton - Memorial Square ran 316s vs typical 39.0s
D01|120__1__138__TZM__420__1__420__1_20260823|20260415|8,D01,delay_outlier,2026-04-15,10,Wednesday,STOP_EVENT,1200,120,BUS,8369,Stokes Valley Road at Delaney Park,-41.17601470999999,174.9818869,257.0,35.0,3.403,MEDIUM,120 at Stokes Valley Road at Delaney Park ran 257s vs typical 35.0s
D01|120__1__184__TZM__505__5__505__5_20260823|20260420|7,D01,delay_outlier,2026-04-20,15,Monday,STOP_EVENT,1200,120,BUS,8370,Stokes Valley Road at Milton Street (near 280),-41.17808325,174.9820685,260.0,38.0,3.403,MEDIUM,120 at Stokes Valley Road at Milton Street (near 280) ran 260s vs typical 38.0s
D01|3__0__235__NBM__3__2__3__2_20260823|20260415|11,D01,delay_outlier,2026-04-15,18,Wednesday,STOP_EVENT,30,3,BUS,6915,Wallace Street at Howard Street,-41.30459018,174.7750718,249.0,27.0,3.403,MEDIUM,3 at Wallace Street at Howard Street ran 249s vs typical 27.0s
D09|620285724373286911|202604271800,D09,cluster_shock,2026-04-27,18,Monday,CELL,,,BUS,,,,,71.5,16.0,3.403,MEDIUM,cell median delay 72.0s vs baseline 16.0s across 12 trips on 9 routes
D01|110__1__184__TZM__607__607_20260823|20260409|35,D01,delay_outlier,2026-04-09,16,Thursday,STOP_EVENT,1100,110,BUS,8241,Molesworth Street at Partridge Street,-41.17130182999999,174.9625531,394.0,61.0,3.403,MEDIUM,110 at Molesworth Street at Partridge Street ran 394s vs typical 61.0s
D01|160__0__721__TZM__601__601_20260719|20260405|39,D01,delay_outlier,2026-04-05,18,Sunday,STOP_EVENT,1600,160,BUS,9983,Nelson Crescent at Heath Street,-41.25565392,174.9493215,-75.0,36.0,-3.403,MEDIUM,160 at Nelson Crescent at Heath Street ran -75s vs typical 36.0s
D09|620285723183415295|202604041515,D09,cluster_shock,2026-04-04,15,Saturday,CELL,,,BUS,,,,,87.5,32.0,3.403,MEDIUM,cell median delay 88.0s vs baseline 32.0s across 5 trips on 2 routes
D01|HVL__1__4603__RAIL__Rail_MTuWThF-XHol_20260823|20260415|8,D01,delay_outlier,2026-04-15,7,Wednesday,STOP_EVENT,5,HVL,RAIL,WELL1,Wellington Station,-41.27817424696368,174.78119958042856,131.0,20.0,3.403,MEDIUM,HVL at Wellington Station ran 131s vs typical 20.0s
D02|1__1__234__TZM__216__6__216__6_20260823|20260424|6125,D02,bunching,2026-04-24,17,Friday,HEADWAY,10,1,BUS,6125,Adelaide Road (near 493),-41.32141,174.77528,77.0,516.0,3.403,MEDIUM,1 bunched at Adelaide Road (near 493): 77s gap vs 516s scheduled
D01|261__0__107__UZM__4012__4012_20260823|20260401|18,D01,delay_outlier,2026-04-01,7,Wednesday,STOP_EVENT,2610,261,BUS,1240,Golf Road opposite Whyte Street,-40.885705,174.989768,308.0,28.0,3.403,MEDIUM,261 at Golf Road opposite Whyte Street ran 308s vs typical 28.0s
D01|220__1__106__TZM__313__313_20260823|20260415|26,D01,delay_outlier,2026-04-15,7,Wednesday,STOP_EVENT,2200,220,BUS,2011,Lyttelton Avenue at Walton Leigh Avenue,-41.13783999999999,174.842461,314.0,34.0,3.403,MEDIUM,220 at Lyttelton Avenue at Walton Leigh Avenue ran 314s vs typical 34.0s
D01|2__1__260__NBM__69__1__69__1_20260823|20260409|27,D01,delay_outlier,2026-04-09,16,Thursday,STOP_EVENT,20,2,BUS,6214,Pirie Street at Porritt Avenue (near 77),-41.29829421,174.7861281,372.0,34.0,3.403,MEDIUM,2 at Pirie Street at Porritt Avenue (near 77) ran 372s vs typical 34.0s
D01|4__1__766__NBM__31__31_20260719|20260426|40,D01,delay_outlier,2026-04-26,20,Sunday,STOP_EVENT,40,4,BUS,5012,Lambton Central - Stop A,-41.2826661966511,174.7756664663638,177.0,8.0,3.403,MEDIUM,4 at Lambton Central - Stop A ran 177s vs typical 8.0s
D01|290__0__701__UZM__150__150_20260719|20260427|29,D01,delay_outlier,2026-04-27,8,Monday,STOP_EVENT,2900,290,BUS,1720,Freemans Road at Rahui Road,-40.76552135,175.1683167,201.0,32.0,3.403,MEDIUM,290 at Freemans Road at Rahui Road ran 201s vs typical 32.0s
D01|230__1__134__TZM__309__6__309__6_20260823|20260420|18,D01,delay_outlier,2026-04-20,16,Monday,STOP_EVENT,2300,230,BUS,2785,Frances Brown Avenue at Queen Charlotte Drive,-41.1269,174.85697,353.0,70.5,3.403,MEDIUM,230 at Frances Brown Avenue at Queen Charlotte Drive ran 353s vs typical 71.0s
D01|59__1__100__MNM__5011__1__5011__1_20260823|20260407|18,D01,delay_outlier,2026-04-07,7,Tuesday,STOP_EVENT,590,59,BUS,3677,Lincoln Avenue (near 50) (stopping area),-41.16981861633606,174.8197648436397,310.0,27.5,3.403,MEDIUM,59 at Lincoln Avenue (near 50) (stopping area) ran 310s vs typical 28.0s
D01|150__1__106__TZM__417__3__417__3_20260823|20260430|26,D01,delay_outlier,2026-04-30,7,Thursday,STOP_EVENT,1500,150,BUS,9104,Herbert Street (near 10),-41.21121,174.8948,382.0,41.5,3.402,MEDIUM,150 at Herbert Street (near 10) ran 382s vs typical 42.0s
D01|83__0__113__NBM__23__3__23__3_20260823|20260414|11,D01,delay_outlier,2026-04-14,10,Tuesday,STOP_EVENT,830,83,BUS,5024,Thorndon Quay at Motorway (near 243 - Northbound),-41.27001,174.78111,262.0,35.0,3.402,MEDIUM,83 at Thorndon Quay at Motorway (near 243 - Northbound) ran 262s vs typical 35.0s
D01|220__1__748__TZM__307__307_20260719|20260405|34,D01,delay_outlier,2026-04-05,20,Sunday,STOP_EVENT,2200,220,BUS,2112,Cannons Creek Shops - Champion Street (opposite),-41.14098215,174.86625655,-89.0,24.5,-3.402,MEDIUM,220 at Cannons Creek Shops - Champion Street (opposite) ran -89s vs typical 25.0s
D02|2__1__268__NBM__46__5__46__5_20260823|20260423|6212,D02,bunching,2026-04-23,17,Thursday,HEADWAY,20,2,BUS,6212,Elizabeth Street (near 7),-41.2958103,174.7836717,52.0,348.0,3.402,MEDIUM,2 bunched at Elizabeth Street (near 7): 52s gap vs 348s scheduled
D01|236__1__130__TZM__322__322_20260823|20260401|31,D01,delay_outlier,2026-04-01,16,Wednesday,STOP_EVENT,2360,236,BUS,2596,RNZ Police College - Papakowhai Road,-41.12070157,174.8581313,312.0,27.0,3.402,MEDIUM,236 at RNZ Police College - Papakowhai Road ran 312s vs typical 27.0s
D01|22__0__220__NBM__415__415_20260823|20260423|39,D01,delay_outlier,2026-04-23,16,Thursday,STOP_EVENT,220,22,BUS,5418,Clutha Avenue at Nicholson Road (near 6),-41.24780092999999,174.7895256,411.0,68.0,3.402,MEDIUM,22 at Clutha Avenue at Nicholson Road (near 6) ran 411s vs typical 68.0s
D09|620285726286938111|202604081615,D09,cluster_shock,2026-04-08,16,Wednesday,CELL,,,BUS,,,,,249.0,77.5,3.402,MEDIUM,cell median delay 249.0s vs baseline 78.0s across 4 trips on 2 routes
D01|226__0__107__TZM__309__6__309__6_20260823|20260408|31,D01,delay_outlier,2026-04-08,7,Wednesday,STOP_EVENT,2260,226,BUS,2880,Prosser Street (near 22),-41.13334879,174.8333505,404.0,58.5,3.402,MEDIUM,226 at Prosser Street (near 22) ran 404s vs typical 59.0s
D02|1__0__289__TZM__132__1__132__1_20260823|20260430|5012,D02,bunching,2026-04-30,16,Thursday,HEADWAY,10,1,BUS,5012,Lambton Central - Stop A,-41.2826661966511,174.7756664663638,32.0,214.0,3.402,MEDIUM,1 bunched at Lambton Central - Stop A: 32s gap vs 214s scheduled
D01|667__1__100__NBM__55__1__55__1_20260823|20260424|6,D01,delay_outlier,2026-04-24,8,Friday,STOP_EVENT,6670,667,OTHER,4346,Victory Avenue opposite Montgomery Avenue,-41.28347609,174.7301984,154.0,38.0,3.402,MEDIUM,667 at Victory Avenue opposite Montgomery Avenue ran 154s vs typical 38.0s
D01|N6__0__107__TZM__324__1__324__1_20260719|20260404|88,D01,delay_outlier,2026-04-04,1,Saturday,STOP_EVENT,9916,N6,BUS,2710,Spinnaker Drive at Spinnaker Walkway,-41.11239256,174.8871949,108.0,-8.0,3.402,MEDIUM,N6 at Spinnaker Drive at Spinnaker Walkway ran 108s vs typical -8.0s
D01|2__0__553__NBM__1__5__1__5_20260719|20260404|8,D01,delay_outlier,2026-04-04,19,Saturday,STOP_EVENT,20,2,BUS,7034,Broadway opposite Crawford Green,-41.32526068,174.81450421,120.0,4.0,3.402,MEDIUM,2 at Broadway opposite Crawford Green ran 120s vs typical 4.0s
D01|120__1__744__TZM__407__1__407__1_20260719|20260419|14,D01,delay_outlier,2026-04-19,20,Sunday,STOP_EVENT,1200,120,BUS,8360,Stokes Valley Entrance - Stop B,-41.16151517,174.9821531,-90.0,26.0,-3.402,MEDIUM,120 at Stokes Valley Entrance - Stop B ran -90s vs typical 26.0s
D01|21__1__450__NBM__25__2__25__2_20260719|20260404|6,D01,delay_outlier,2026-04-04,23,Saturday,STOP_EVENT,210,21,BUS,4390,Campbell Street (near 171),-41.29388411,174.7448049,-63.0,53.0,-3.402,MEDIUM,21 at Campbell Street (near 171) ran -63s vs typical 53.0s
D01|721__0__101__NBM__88__2__88__2_20260823|20260417|4,D01,delay_outlier,2026-04-17,15,Friday,STOP_EVENT,7210,721,OTHER,6019,Riddiford Street at Newtown Shops (near 157),-41.31283942999999,174.77962997,130.0,14.0,3.402,MEDIUM,721 at Riddiford Street at Newtown Shops (near 157) ran 130s vs typical 14.0s
D09|620285728240959487|202604301745,D09,cluster_shock,2026-04-30,17,Thursday,CELL,,,BUS,,,,,126.0,10.0,3.402,MEDIUM,cell median delay 126.0s vs baseline 10.0s across 5 trips on 3 routes
D01|37__0__107__NBM__406__406_20260823|20260430|13,D01,delay_outlier,2026-04-30,16,Thursday,STOP_EVENT,370,37,BUS,5381,Birdwood Street opposite Braithwaite Street,-41.28385942,174.75058172,262.0,30.0,3.402,MEDIUM,37 at Birdwood Street opposite Braithwaite Street ran 262s vs typical 30.0s
D01|HVL__1__2625__RAIL__Rail_MTuWThF-XHol_20260823|20260429|13,D01,delay_outlier,2026-04-29,9,Wednesday,STOP_EVENT,5,HVL,RAIL,AVA,Ava Station,-41.21955358999999,174.89200603,132.0,16.0,3.402,MEDIUM,HVL at Ava Station ran 132s vs typical 16.0s
D09|620285728291291135|202604111030,D09,cluster_shock,2026-04-11,10,Saturday,CELL,,,BUS,,,,,74.0,16.0,3.402,MEDIUM,cell median delay 74.0s vs baseline 16.0s across 6 trips on 3 routes
D01|170__0__161__TZM__419__3__419__3_20260823|20260430|31,D01,delay_outlier,2026-04-30,16,Thursday,STOP_EVENT,1700,170,BUS,9912,Coast Road (near 53),-41.2805648,174.9516151,404.0,56.0,3.402,MEDIUM,170 at Coast Road (near 53) ran 404s vs typical 56.0s
D01|220__1__106__TZM__313__313_20260823|20260415|36,D01,delay_outlier,2026-04-15,7,Wednesday,STOP_EVENT,2200,220,BUS,2116,Warspite Avenue at Calliope Park,-41.13788121999999,174.8707689,308.0,18.0,3.402,MEDIUM,220 at Warspite Avenue at Calliope Park ran 308s vs typical 18.0s
D01|250__0__715__UZM__117__117_20260719|20260412|23,D01,delay_outlier,2026-04-12,14,Sunday,STOP_EVENT,2500,250,BUS,1438,Rosetta Road (near 307),-40.92160618,174.9788497,170.0,-4.0,3.402,MEDIUM,250 at Rosetta Road (near 307) ran 170s vs typical -4.0s
D01|56__0__103__MNM__3082__1__3082__1_20260823|20260428|2,D01,delay_outlier,2026-04-28,16,Tuesday,STOP_EVENT,560,56,BUS,5515,Manners Street at Cuba Street - Stop A,-41.29140832,174.7771028,299.0,64.5,3.401,MEDIUM,56 at Manners Street at Cuba Street - Stop A ran 299s vs typical 65.0s
D01|120__1__184__TZM__505__5__505__5_20260823|20260420|12,D01,delay_outlier,2026-04-20,15,Monday,STOP_EVENT,1200,120,BUS,8363,Stokes Valley Road (near 78),-41.16624268999999,174.984453,270.0,35.5,3.401,MEDIUM,120 at Stokes Valley Road (near 78) ran 270s vs typical 36.0s
D02|22__0__148__NBM__69__1__69__1_20260823|20260417|5913,D02,bunching,2026-04-17,12,Friday,HEADWAY,220,22,BUS,5913,The Terrace at Dalmuir Lane,-41.28378,174.77454,41.0,274.0,3.401,MEDIUM,22 bunched at The Terrace at Dalmuir Lane: 41s gap vs 274s scheduled
D01|57__0__103__MNM__3072__1__3072__1_20260823|20260429|7,D01,delay_outlier,2026-04-29,16,Wednesday,STOP_EVENT,570,57,BUS,5014,Lambton Quay North - Stop B,-41.27987181161021,174.7762726064689,294.0,57.0,3.401,MEDIUM,57 at Lambton Quay North - Stop B ran 294s vs typical 57.0s
D01|27__1__114__TZM__109__6__109__6_20260823|20260414|13,D01,delay_outlier,2026-04-14,10,Tuesday,STOP_EVENT,270,27,BUS,7913,Taranaki Street (near 274),-41.29976519,174.77478015,266.0,29.0,3.401,MEDIUM,27 at Taranaki Street (near 274) ran 266s vs typical 29.0s
D01|220__1__452__TZM__302__3__302__3_20260719|20260411|30,D01,delay_outlier,2026-04-11,19,Saturday,STOP_EVENT,2200,220,BUS,2105,Trust Porirua Park - Mungavin Avenue (opposite),-41.14297234,174.8567343,-90.0,28.5,-3.401,MEDIUM,220 at Trust Porirua Park - Mungavin Avenue (opposite) ran -90s vs typical 29.0s
D09|620285722615873535|202604181900,D09,cluster_shock,2026-04-18,19,Saturday,CELL,,,BUS,,,,,137.5,19.0,3.401,MEDIUM,cell median delay 138.0s vs baseline 19.0s across 5 trips on 4 routes
D01|130__1__180__TZM__503__5__503__5_20260823|20260409|45,D01,delay_outlier,2026-04-09,16,Thursday,STOP_EVENT,1300,130,BUS,8003,Jackson Street near Gear Street,-41.22360660999999,174.8722563,417.0,59.0,3.401,MEDIUM,130 at Jackson Street near Gear Street ran 417s vs typical 59.0s
D01|2__1__350__NBM__202__202_20260823|20260409|12,D01,delay_outlier,2026-04-09,7,Thursday,STOP_EVENT,20,2,BUS,4312,Tinakori Road at St Mary Street,-41.27929047,174.7685352,341.0,41.0,3.401,MEDIUM,2 at Tinakori Road at St Mary Street ran 341s vs typical 41.0s
D01|210__0__705__TZM__303__2__303__2_20260719|20260412|1,D01,delay_outlier,2026-04-12,10,Sunday,STOP_EVENT,2100,210,BUS,2011,Lyttelton Avenue at Walton Leigh Avenue,-41.13783999999999,174.842461,161.0,40.0,3.401,MEDIUM,210 at Lyttelton Avenue at Walton Leigh Avenue ran 161s vs typical 40.0s
D01|3__0__703__NBM__23__2__23__2_20260719|20260426|2,D01,delay_outlier,2026-04-26,8,Sunday,STOP_EVENT,30,3,BUS,5506,Lambton Central - Stop B,-41.28296301740423,174.77570891360472,182.0,0.5,3.401,MEDIUM,3 at Lambton Central - Stop B ran 182s vs typical 1.0s
D01|210__0__709__TZM__303__2__303__2_20260719|20260426|2,D01,delay_outlier,2026-04-26,12,Sunday,STOP_EVENT,2100,210,BUS,2006,Lyttelton Avenue at Ferry Place,-41.13536897,174.8422231,161.0,40.0,3.401,MEDIUM,210 at Lyttelton Avenue at Ferry Place ran 161s vs typical 40.0s
D01|170__0__161__TZM__419__3__419__3_20260823|20260430|26,D01,delay_outlier,2026-04-30,16,Thursday,STOP_EVENT,1700,170,BUS,9920,Hine Road (near 97),-41.27475173,174.9650526,418.0,55.0,3.401,MEDIUM,170 at Hine Road (near 97) ran 418s vs typical 55.0s
D01|120__1__210__TZM__438__2__438__2_20260823|20260402|26,D01,delay_outlier,2026-04-02,21,Thursday,STOP_EVENT,1200,120,BUS,8227,High Street at Park Avenue,-41.198174,174.936705,288.0,46.0,3.401,MEDIUM,120 at High Street at Park Avenue ran 288s vs typical 46.0s
D01|677__1__100__TZM__134__1__134__1_20260823|20260402|11,D01,delay_outlier,2026-04-02,7,Thursday,STOP_EVENT,6770,677,OTHER,7746,Hutchison Road - Stop C,-41.307634,174.77507937,184.0,63.0,3.401,MEDIUM,677 at Hutchison Road - Stop C ran 184s vs typical 63.0s
D01|4__0__135__NBM__53__1__53__1_20260823|20260422|58,D01,delay_outlier,2026-04-22,11,Wednesday,STOP_EVENT,40,4,BUS,6093,Taiaroa Street at Raukawa Street,-41.33167917,174.8169143,391.0,28.0,3.401,MEDIUM,4 at Taiaroa Street at Raukawa Street ran 391s vs typical 28.0s
D01|1__1__774__TZM__120__120_20260719|20260405|2,D01,delay_outlier,2026-04-05,17,Sunday,STOP_EVENT,10,1,BUS,3448,Mark Avenue (near 164),-41.206068,174.82377,354.0,49.0,3.4,MEDIUM,1 at Mark Avenue (near 164) ran 354s vs typical 49.0s
D01|250__0__427__UZM__703__703_20260719|20260404|11,D01,delay_outlier,2026-04-04,20,Saturday,STOP_EVENT,2500,250,BUS,1487,Menin Road (near 46),-40.927819,174.9843072,-77.0,-9.0,-3.4,MEDIUM,250 at Menin Road (near 46) ran -77s vs typical -9.0s
D02|1__0__231__TZM__145__1__145__1_20260823|20260414|5026,D02,bunching,2026-04-14,17,Tuesday,HEADWAY,10,1,BUS,5026,Hutt Road at Aotea Quay,-41.26467869551173,174.7840964064494,27.0,180.0,3.4,MEDIUM,1 bunched at Hutt Road at Aotea Quay: 27s gap vs 180s scheduled
D05|HVL__1__4607__RAIL__Rail_MTuWThF-XHol_20260823|20260420|3,D05,dwell_outlier,2026-04-20,7,Monday,STOP_EVENT,5,HVL,RAIL,EPUN,Epuni Station,-41.20750643,174.93031151,42.0,8.0,3.4,MEDIUM,HVL held 42s at Epuni Station vs typical 8.0s
D05|27__0__123__TZM__110__6__110__6_20260823|20260423|5,D05,dwell_outlier,2026-04-23,16,Thursday,STOP_EVENT,270,27,BUS,5513,Manners Street at Cuba Street - Stop B,-41.29096552,174.7766131,41.0,7.0,3.4,MEDIUM,27 held 41s at Manners Street at Cuba Street - Stop B vs typical 7.0s
D05|281__0__105__UZM__4003__4003_20260823|20260422|10,D05,dwell_outlier,2026-04-22,7,Wednesday,STOP_EVENT,2810,281,BUS,1580,Waikanae Park Pool - Ngarara Road,-40.87330309,175.0523351,41.0,7.0,3.4,MEDIUM,281 held 41s at Waikanae Park Pool - Ngarara Road vs typical 7.0s
D05|290__0__123__UZM__4057__4057_20260823|20260420|19,D05,dwell_outlier,2026-04-20,16,Monday,STOP_EVENT,2900,290,BUS,1735,Aotaki Street (near 55),-40.75648357,175.13791896,42.0,8.0,3.4,MEDIUM,290 held 42s at Aotaki Street (near 55) vs typical 8.0s
D05|290__0__123__UZM__4057__4057_20260823|20260420|20,D05,dwell_outlier,2026-04-20,16,Monday,STOP_EVENT,2900,290,BUS,1765,Otaki Library - Aotaki Street,-40.75325333,175.1403189,42.0,8.0,3.4,MEDIUM,290 held 42s at Otaki Library - Aotaki Street vs typical 8.0s
D05|29__0__121__TZM__204__6__204__6_20260823|20260417|41,D05,dwell_outlier,2026-04-17,16,Friday,STOP_EVENT,290,29,BUS,6141,Frobisher Street (near 53),-41.34052845,174.7633791,44.0,10.0,3.4,MEDIUM,29 held 44s at Frobisher Street (near 53) vs typical 10.0s
D05|35__0__101__NBM__300__4__300__4_20260823|20260401|14,D05,dwell_outlier,2026-04-01,16,Wednesday,STOP_EVENT,350,35,BUS,6557,Hataitai Road (near 120),-41.30195539999999,174.79691237,41.0,7.0,3.4,MEDIUM,35 held 41s at Hataitai Road (near 120) vs typical 7.0s
D05|35__1__100__NBM__47__4__47__4_20260823|20260421|3,D05,dwell_outlier,2026-04-21,7,Tuesday,STOP_EVENT,350,35,BUS,6559,Hataitai Road at Hataitai School,-41.2978909,174.8004493,41.0,7.0,3.4,MEDIUM,35 held 41s at Hataitai Road at Hataitai School vs typical 7.0s
D05|110__0__107__TZM__502__5__502__5_20260823|20260402|37,D05,dwell_outlier,2026-04-02,7,Thursday,STOP_EVENT,1100,110,BUS,9256,High Street opposite 1382,-41.16699739,174.9667156,41.0,7.0,3.4,MEDIUM,110 held 41s at High Street opposite 1382 vs typical 7.0s
D05|120__1__186__TZM__415__4__415__4_20260823|20260417|26,D05,dwell_outlier,2026-04-17,16,Friday,STOP_EVENT,1200,120,BUS,8227,High Street at Park Avenue,-41.198174,174.936705,42.0,8.0,3.4,MEDIUM,120 held 42s at High Street at Park Avenue vs typical 8.0s
D05|24__0__133__TZM__212__6__212__6_20260823|20260413|4,D05,dwell_outlier,2026-04-13,16,Monday,STOP_EVENT,240,24,BUS,5008,Willis Street at Grand Arcade,-41.28674127,174.7760208,41.0,7.0,3.4,MEDIUM,24 held 41s at Willis Street at Grand Arcade vs typical 7.0s
