SiteRef,site_name,site_description,state_highway,sitetype,lat,lon,no_location,count_date,day_name,is_weekend,total_count,heavy_count,light_count,lanes_reporting,baseline_median,baseline_mad,baseline_n,ratio,robust_z,severity,direction
00210980,,NGAURANGA SH2 - WTOC - SB,,,,,true,2026-04-21,Tuesday,false,6980.0,272.0,6708.0,2,11144.5,716.0,14,0.626,-3.923,HIGH,DROP
01N11060,Tawa Interchange - SB Through Traffic,Tawa Interchange - SB Through Traffic,1N,Regional Continuous,-41.18719620369047,174.8323036727549,false,2026-04-21,Tuesday,false,15634.0,,15634.0,2,23862.5,1416.5,22,0.655,-3.918,HIGH,DROP
00230972,Dowse Interchange - SB ON Ramp,Dowse Interchange - SB ON Ramp,2,Regional Continuous,-41.21681441865065,174.88037203040545,false,2026-04-27,Monday,false,4056.0,,4056.0,1,7082.0,523.0,22,0.573,-3.903,HIGH,DROP
01N21062,Grenada Interchange - NB Through Traffic,Grenada Interchange - NB Through Traffic,1N,Regional Continuous,-41.20629231777751,174.81792582487125,false,2026-04-21,Tuesday,false,19207.0,,19207.0,2,28971.0,1688.0,16,0.663,-3.901,HIGH,DROP
00200957,Sth of Craigs Flat,Sth of Craigs Flat,2,Regional Continuous,-41.132689571832096,175.01881579929966,false,2026-04-03,Friday,false,20977.0,,20977.0,2,27761.5,1177.0,22,0.756,-3.888,HIGH,DROP
00200906,Sth of Waiohine River Bridge,Sth of Waiohine River Bridge,2,Regional Continuous,-41.06628242215614,175.48108371639492,false,2026-04-06,Monday,false,8357.0,330.5,8026.5,2,11121.0,484.0,22,0.751,-3.852,HIGH,DROP
01N01078,Cobham Drive (Sth of Evans Bay Parade) - Both,Cobham Drive (Sth of Evans Bay Parade) - Both,1N,Regional Continuous,-41.314497169440735,174.79958685436435,false,2026-04-30,Thursday,false,24630.0,494.5,24135.5,4,32045.0,1300.0,21,0.769,-3.847,HIGH,DROP
01N21062,Grenada Interchange - NB Through Traffic,Grenada Interchange - NB Through Traffic,1N,Regional Continuous,-41.20629231777751,174.81792582487125,false,2026-04-06,Monday,false,19363.0,,19363.0,2,28971.0,1688.0,16,0.668,-3.839,HIGH,DROP
05800011,West of Joseph Banks Drive,West of Joseph Banks Drive,58,Regional Continuous,-41.10435169456812,174.90905379607648,false,2026-04-21,Tuesday,false,3744.0,75.5,3668.5,2,6554.5,494.5,22,0.571,-3.833,HIGH,DROP
00200899,Nth of Victoria St (Carterton),Nth of Victoria St (Carterton),2,Regional Continuous,-41.02680042934138,175.52565455980582,false,2026-04-27,Monday,false,9674.0,,9674.0,2,13502.0,677.0,22,0.716,-3.814,HIGH,DROP
00250978,Nth of Ngauranga Interchange - NB ON Ramp,Nth of Ngauranga Interchange - NB ON Ramp,2,Regional Continuous,-41.24370396933813,174.81924244548568,false,2026-04-06,Monday,false,10616.0,,10616.0,1,15333.0,836.0,22,0.692,-3.806,HIGH,DROP
00220965,KELSON - Telemetry Site 99 - NB Lanes,KELSON - Telemetry Site 99 - NB Lanes,2,Telemetry,-41.18295836375429,174.94195132186667,false,2026-04-06,Monday,false,13454.0,267.5,13186.5,2,20625.0,1276.0,22,0.652,-3.791,HIGH,DROP
01K41027,Poplar Ave Int Northbound Off Ramp,Poplar Ave Int Northbound Off Ramp,1K,Regional Continuous,-40.94212838280744,174.99177195669355,false,2026-04-21,Tuesday,false,3559.0,117.0,3442.0,1,5172.0,287.5,22,0.688,-3.784,HIGH,DROP
00230972,Dowse Interchange - SB ON Ramp,Dowse Interchange - SB ON Ramp,2,Regional Continuous,-41.21681441865065,174.88037203040545,false,2026-04-21,Tuesday,false,4148.0,,4148.0,1,7082.0,523.0,22,0.586,-3.784,HIGH,DROP
05940025,Mungavin Interchange - NB OFF Ramp,Mungavin Interchange - NB OFF Ramp,59,Regional Continuous,-41.14091596410872,174.84437730897292,false,2026-04-21,Tuesday,false,8223.0,252.5,7970.5,1,12053.0,684.0,22,0.682,-3.777,HIGH,DROP
01N41060,Tawa Interchange - NB Off Ramp,Tawa Interchange - NB Off Ramp,1N,Regional Continuous,-41.18778346721265,174.8321888093175,false,2026-04-21,Tuesday,false,6129.0,,6129.0,1,8377.0,402.5,22,0.732,-3.767,HIGH,DROP
05800009,PAUATAHANUI EAST - Telemetry Site 73,PAUATAHANUI EAST - Telemetry Site 73,58,Telemetry,-41.12912548543536,174.97322556096162,false,2026-04-03,Friday,false,14079.0,367.0,13712.0,2,19571.5,984.5,22,0.719,-3.763,HIGH,DROP
01N31062,Grenada Interchange - SB On Ramp,Grenada Interchange - SB On Ramp,1N,Regional Continuous,-41.20592509227649,174.8189413517932,false,2026-04-03,Friday,false,2424.0,,2424.0,1,4365.0,349.0,22,0.555,-3.751,HIGH,DROP
01K31023,Kapiti Rd Int Southbound On Ramp,Kapiti Rd Int Southbound On Ramp,1K,Regional Continuous,-40.91015329952142,174.9978907808589,false,2026-04-20,Monday,false,3178.0,83.5,3094.5,1,3823.0,116.0,22,0.831,-3.75,HIGH,DROP
05940025,Mungavin Interchange - NB OFF Ramp,Mungavin Interchange - NB OFF Ramp,59,Regional Continuous,-41.14091596410872,174.84437730897292,false,2026-04-27,Monday,false,8262.0,122.5,8139.5,1,12053.0,684.0,22,0.685,-3.738,HIGH,DROP
00210965,KELSON - Telemetry Site 99 - SB Lanes,KELSON - Telemetry Site 99 - SB Lanes,2,Telemetry,-41.18295836375429,174.94195132186667,false,2026-04-22,Wednesday,false,18036.0,731.5,17304.5,2,20685.0,480.0,22,0.872,-3.722,HIGH,DROP
00200908,Nth of Wood St (Greytown),Nth of Wood St (Greytown),2,Regional Continuous,-41.08155016730462,175.45915476880586,false,2026-04-27,Monday,false,6677.0,275.5,6401.5,2,8964.0,414.5,22,0.745,-3.721,HIGH,DROP
01N11003,PP2O Otaki Gorge Road - SB Lane,PP2O Otaki Gorge Road - SB Lane,1N,Regional Continuous,-40.77657484683837,175.14244933973023,false,2026-04-06,Monday,false,10323.0,718.5,9604.5,2,6854.5,630.0,22,1.506,3.713,HIGH,SURGE
05910024,Porirua Nth Ramp Bridge - SB Through Traffic,Porirua Nth Ramp Bridge - SB Through Traffic,59,Regional Continuous,-41.12938167622971,174.84471092337006,false,2026-04-03,Friday,false,6599.0,,6599.0,2,10609.0,730.0,22,0.622,-3.705,HIGH,DROP
05900014,Taupo Swamp,Taupo Swamp,59,Regional Continuous,-41.05819777666846,174.87609497578796,false,2026-04-21,Tuesday,false,4022.0,155.5,3866.5,4,8646.5,843.0,22,0.465,-3.7,HIGH,DROP
01N31062,Grenada Interchange - SB On Ramp,Grenada Interchange - SB On Ramp,1N,Regional Continuous,-41.20592509227649,174.8189413517932,false,2026-04-21,Tuesday,false,2451.0,,2451.0,1,4365.0,349.0,22,0.562,-3.699,HIGH,DROP
00200954,Sth of Whakatiki St,Sth of Whakatiki St,2,Regional Continuous,-41.1212893293081,175.04175410843996,false,2026-04-03,Friday,false,21091.0,427.0,20664.0,2,27840.5,1231.5,22,0.758,-3.697,HIGH,DROP
05950025,Mungavin Interchange - NB ON Ramp,Mungavin Interchange - NB ON Ramp,59,Regional Continuous,-41.136238853666214,174.84453282487112,false,2026-04-03,Friday,false,2970.0,,2970.0,1,4735.5,323.0,22,0.627,-3.687,HIGH,DROP
00250978,Nth of Ngauranga Interchange - NB ON Ramp,Nth of Ngauranga Interchange - NB ON Ramp,2,Regional Continuous,-41.24370396933813,174.81924244548568,false,2026-04-27,Monday,false,10782.0,,10782.0,1,15333.0,836.0,22,0.703,-3.672,HIGH,DROP
05940025,Mungavin Interchange - NB OFF Ramp,Mungavin Interchange - NB OFF Ramp,59,Regional Continuous,-41.14091596410872,174.84437730897292,false,2026-04-06,Monday,false,8332.0,125.0,8207.0,1,12053.0,684.0,22,0.691,-3.669,HIGH,DROP
00200899,Nth of Victoria St (Carterton),Nth of Victoria St (Carterton),2,Regional Continuous,-41.02680042934138,175.52565455980582,false,2026-04-12,Sunday,true,7261.0,,7261.0,2,10356.0,570.0,8,0.701,-3.662,HIGH,DROP
00240974,Petone - NB OFF Ramp,Petone - NB OFF Ramp,2,Regional Continuous,-41.22399992836928,174.8581853527085,false,2026-04-20,Monday,false,12044.0,,12044.0,1,15645.5,663.5,22,0.77,-3.661,HIGH,DROP
05800009,PAUATAHANUI EAST - Telemetry Site 73,PAUATAHANUI EAST - Telemetry Site 73,58,Telemetry,-41.12912548543536,174.97322556096162,false,2026-04-18,Saturday,true,2243.0,101.0,2142.0,2,14587.0,2275.5,8,0.154,-3.659,HIGH,DROP
05920025,Mungavin Interchange - NB Through Traffic,Mungavin Interchange - NB Through Traffic,59,Regional Continuous,-41.14091596410872,174.84437730897292,false,2026-04-03,Friday,false,1527.0,7.0,1520.0,2,3105.5,291.5,22,0.492,-3.652,HIGH,DROP
00210961,Haywards Interchange Increasing,Haywards Interchange Increasing,2,Regional Continuous,-41.15727510019238,174.9767825027756,false,2026-04-20,Monday,false,11739.0,287.5,11451.5,2,14899.0,584.0,19,0.788,-3.65,HIGH,DROP
01N10999,PP2O Waitohu Stream â€“ SB Lane,PP2O Waitohu Stream – SB Lane,1N,Regional Continuous,-40.75537184426893,175.161623222827,false,2026-04-06,Monday,false,10306.0,614.5,9691.5,2,6864.0,637.5,22,1.501,3.642,HIGH,SURGE
00220965,KELSON - Telemetry Site 99 - NB Lanes,KELSON - Telemetry Site 99 - NB Lanes,2,Telemetry,-41.18295836375429,174.94195132186667,false,2026-04-27,Monday,false,13741.0,295.5,13445.5,2,20625.0,1276.0,22,0.666,-3.639,HIGH,DROP
01N31062,Grenada Interchange - SB On Ramp,Grenada Interchange - SB On Ramp,1N,Regional Continuous,-41.20592509227649,174.8189413517932,false,2026-04-06,Monday,false,2484.0,,2484.0,1,4365.0,349.0,22,0.569,-3.635,HIGH,DROP
01N51071,May St - NB On Ramp,May St - NB On Ramp,1N,Regional Continuous,-41.27170000477337,174.77787410460738,false,2026-04-06,Monday,false,1580.0,,1580.0,1,3631.5,381.0,22,0.435,-3.632,HIGH,DROP
01N21070,Thorndon Overbridge - NB,Thorndon Overbridge - NB,1N,Regional Continuous,-41.27058150597994,174.77974202645015,false,2026-04-21,Tuesday,false,20765.0,388.0,20377.0,3,34021.5,2469.0,22,0.61,-3.621,HIGH,DROP
01N21060,Tawa Interchange - NB Through Traffic,Tawa Interchange - NB Through Traffic,1N,Regional Continuous,-41.187792901243526,174.83159293543275,false,2026-04-27,Monday,false,16932.0,,16932.0,2,23789.0,1280.0,22,0.712,-3.613,HIGH,DROP
01N31072,Hawkestone Interchange - SB On Ramp,Hawkestone Interchange - SB On Ramp,1N,Regional Continuous,-41.27570477419336,174.7739707358753,false,2026-04-03,Friday,false,3030.0,,3030.0,1,4705.0,313.0,22,0.644,-3.609,HIGH,DROP
01K51023,Kapiti Rd Int Northbound On Ramp,Kapiti Rd Int Northbound On Ramp,1K,Regional Continuous,-40.906429977448106,175.00223122067783,false,2026-04-06,Monday,false,4349.0,87.0,4262.0,1,6099.5,328.0,22,0.713,-3.6,HIGH,DROP
00260978,Nth of Ngauranga Interchange - SB OFF Ramp,Nth of Ngauranga Interchange - SB OFF Ramp,2,Regional Continuous,-41.246493097483416,174.81598994172566,false,2026-04-21,Tuesday,false,9946.0,,9946.0,1,14575.0,867.5,22,0.682,-3.599,HIGH,DROP
01N51071,May St - NB On Ramp,May St - NB On Ramp,1N,Regional Continuous,-41.27170000477337,174.77787410460738,false,2026-04-27,Monday,false,1603.0,,1603.0,1,3631.5,381.0,22,0.441,-3.591,HIGH,DROP
01N61073,Terrace - SB Off Ramp,Terrace - SB Off Ramp,1N,Regional Continuous,-41.282663652522814,174.77418182137015,false,2026-04-20,Monday,false,7381.0,,7381.0,1,10109.0,513.5,22,0.73,-3.583,HIGH,DROP
01N01001,Nth of Waerenga Rd (Otaki),Nth of Waerenga Rd (Otaki),1N,Regional Continuous,-40.76336238557087,175.1543942122018,false,2026-04-14,Tuesday,false,1978.0,,1978.0,2,7964.0,1129.0,10,0.248,-3.576,HIGH,DROP
01N31003,PP2O â€“ OGR SB Onramp,PP2O – OGR SB Onramp,1N,Regional Continuous,-40.77657484683837,175.14244933973023,false,2026-04-21,Tuesday,false,3511.0,162.5,3348.5,1,4261.0,141.5,22,0.824,-3.575,HIGH,DROP
01N21062,Grenada Interchange - NB Through Traffic,Grenada Interchange - NB Through Traffic,1N,Regional Continuous,-41.20629231777751,174.81792582487125,false,2026-04-03,Friday,false,20059.0,,20059.0,2,28971.0,1688.0,16,0.692,-3.561,HIGH,DROP
01K21023,Kapiti Rd Int Mainline Northbound,Kapiti Rd Int Mainline Northbound,1K,Regional Continuous,-40.91003054044468,174.9976971187613,false,2026-04-19,Sunday,true,5908.0,339.5,5568.5,2,8178.0,431.5,8,0.722,-3.548,HIGH,DROP
00200906,Sth of Waiohine River Bridge,Sth of Waiohine River Bridge,2,Regional Continuous,-41.06628242215614,175.48108371639492,false,2026-04-03,Friday,false,8579.0,330.5,8248.5,2,11121.0,484.0,22,0.771,-3.542,HIGH,DROP
01K21023,Kapiti Rd Int Mainline Northbound,Kapiti Rd Int Mainline Northbound,1K,Regional Continuous,-40.91003054044468,174.9976971187613,false,2026-04-18,Saturday,true,5912.0,433.5,5478.5,2,8178.0,431.5,8,0.723,-3.542,HIGH,DROP
01N41073,Tinakori - NB Off Ramp,Tinakori - NB Off Ramp,1N,Regional Continuous,-41.27671835316433,174.77306678667418,false,2026-04-27,Monday,false,5156.0,,5156.0,1,7748.5,496.5,22,0.665,-3.522,HIGH,DROP
01K21011,Peka Peka Int Mainline Northbound,Peka Peka Int Mainline Northbound,1K,Regional Continuous,-40.8387170967952,175.0876923393239,false,2026-04-02,Thursday,false,12937.0,1413.0,11524.0,2,9400.0,679.5,22,1.376,3.511,HIGH,SURGE
05800009,PAUATAHANUI EAST - Telemetry Site 73,PAUATAHANUI EAST - Telemetry Site 73,58,Telemetry,-41.12912548543536,174.97322556096162,false,2026-04-06,Monday,false,14463.0,379.5,14083.5,2,19571.5,984.5,22,0.739,-3.5,MEDIUM,DROP
05800009,PAUATAHANUI EAST - Telemetry Site 73,PAUATAHANUI EAST - Telemetry Site 73,58,Telemetry,-41.12912548543536,174.97322556096162,false,2026-04-20,Monday,false,14465.0,572.5,13892.5,2,19571.5,984.5,22,0.739,-3.499,MEDIUM,DROP
00230974,Petone - SB ON Ramp,Petone - SB ON Ramp,2,Regional Continuous,-41.22436769554513,174.85771852715826,false,2026-04-06,Monday,false,10832.0,,10832.0,1,14240.5,657.0,22,0.761,-3.499,MEDIUM,DROP
01K41017,Te Moana Int Northbound Off Ramp,Te Moana Int Northbound Off Ramp,1K,Regional Continuous,-40.870640292634235,175.03171039911066,false,2026-04-27,Monday,false,3934.0,65.0,3869.0,1,5255.0,255.0,22,0.749,-3.494,MEDIUM,DROP
01K41017,Te Moana Int Northbound Off Ramp,Te Moana Int Northbound Off Ramp,1K,Regional Continuous,-40.870640292634235,175.03171039911066,false,2026-04-03,Friday,false,3934.0,64.5,3869.5,1,5255.0,255.0,22,0.749,-3.494,MEDIUM,DROP
01N31062,Grenada Interchange - SB On Ramp,Grenada Interchange - SB On Ramp,1N,Regional Continuous,-41.20592509227649,174.8189413517932,false,2026-04-27,Monday,false,2557.0,,2557.0,1,4365.0,349.0,22,0.586,-3.494,MEDIUM,DROP
01K31027,Poplar Ave Int Southbound On Ramp,Poplar Ave Int Southbound On Ramp,1K,Regional Continuous,-40.94131359918373,174.99253154852656,false,2026-04-20,Monday,false,3947.0,113.0,3834.0,1,4894.5,183.0,22,0.806,-3.492,MEDIUM,DROP
05920025,Mungavin Interchange - NB Through Traffic,Mungavin Interchange - NB Through Traffic,59,Regional Continuous,-41.14091596410872,174.84437730897292,false,2026-04-06,Monday,false,1598.0,4.5,1593.5,2,3105.5,291.5,22,0.515,-3.488,MEDIUM,DROP
01K21023,Kapiti Rd Int Mainline Northbound,Kapiti Rd Int Mainline Northbound,1K,Regional Continuous,-40.91003054044468,174.9976971187613,false,2026-04-21,Tuesday,false,4587.0,654.5,3932.5,2,7586.0,584.0,22,0.605,-3.464,MEDIUM,DROP
00200899,Nth of Victoria St (Carterton),Nth of Victoria St (Carterton),2,Regional Continuous,-41.02680042934138,175.52565455980582,false,2026-04-03,Friday,false,10027.0,,10027.0,2,13502.0,677.0,22,0.743,-3.462,MEDIUM,DROP
01N01078,Cobham Drive (Sth of Evans Bay Parade) - Both,Cobham Drive (Sth of Evans Bay Parade) - Both,1N,Regional Continuous,-41.314497169440735,174.79958685436435,false,2026-04-20,Monday,false,25374.0,449.5,24924.5,4,32045.0,1300.0,21,0.792,-3.461,MEDIUM,DROP
01K41017,Te Moana Int Northbound Off Ramp,Te Moana Int Northbound Off Ramp,1K,Regional Continuous,-40.870640292634235,175.03171039911066,false,2026-04-06,Monday,false,3950.0,76.0,3874.0,1,5255.0,255.0,22,0.752,-3.452,MEDIUM,DROP
01K21027,Poplar Ave Int Mainline Northbound,Poplar Ave Int Mainline Northbound,1K,Regional Continuous,-40.942197132002484,174.99196408316817,false,2026-04-02,Thursday,false,15042.0,1294.0,13748.0,2,11410.0,711.0,22,1.318,3.445,MEDIUM,SURGE
00230974,Petone - SB ON Ramp,Petone - SB ON Ramp,2,Regional Continuous,-41.22436769554513,174.85771852715826,false,2026-04-27,Monday,false,10896.0,,10896.0,1,14240.5,657.0,22,0.765,-3.434,MEDIUM,DROP
00200895,CLAREVILLE - Telemetry Site 80 - Nth of Whites Line,CLAREVILLE - Telemetry Site 80 - Nth of Whites Line,2,Telemetry,-41.002349572598405,175.55655704384648,false,2026-04-27,Monday,false,8734.0,391.0,8343.0,2,12997.5,838.0,22,0.672,-3.432,MEDIUM,DROP
00200906,Sth of Waiohine River Bridge,Sth of Waiohine River Bridge,2,Regional Continuous,-41.06628242215614,175.48108371639492,false,2026-04-12,Sunday,true,5201.0,146.5,5054.5,2,8856.5,719.0,8,0.587,-3.429,MEDIUM,DROP
00200957,Sth of Craigs Flat,Sth of Craigs Flat,2,Regional Continuous,-41.132689571832096,175.01881579929966,false,2026-04-20,Monday,false,21820.0,,21820.0,2,27761.5,1177.0,22,0.786,-3.405,MEDIUM,DROP
01K51011,Peka Peka Int Northbound On Ramp,Peka Peka Int Northbound On Ramp,1K,Regional Continuous,-40.8387170967952,175.0876923393239,false,2026-04-12,Sunday,true,720.0,20.0,700.0,1,1167.0,89.0,8,0.617,-3.388,MEDIUM,DROP
00210965,KELSON - Telemetry Site 99 - SB Lanes,KELSON - Telemetry Site 99 - SB Lanes,2,Telemetry,-41.18295836375429,174.94195132186667,false,2026-04-08,Wednesday,false,18276.0,978.5,17297.5,2,20685.0,480.0,22,0.884,-3.385,MEDIUM,DROP
01N41003,PP2O â€“ OGR NB Offramp,PP2O – OGR NB Offramp,1N,Regional Continuous,-40.77657484683837,175.14244933973023,false,2026-04-03,Friday,false,3378.0,147.0,3231.0,1,4248.5,173.5,22,0.795,-3.384,MEDIUM,DROP
01K41023,Kapiti Rd Int Northbound Off Ramp,Kapiti Rd Int Northbound Off Ramp,1K,Regional Continuous,-40.9099728549411,174.99738667612903,false,2026-04-12,Sunday,true,1856.0,26.5,1829.5,1,2976.5,223.5,8,0.624,-3.382,MEDIUM,DROP
05930025,Mungavin Interchange - SB ON Ramp,Mungavin Interchange - SB ON Ramp,59,Regional Continuous,-41.14067619019408,174.84472805131063,false,2026-04-20,Monday,false,6826.0,171.0,6655.0,1,9069.5,448.0,22,0.753,-3.378,MEDIUM,DROP
05960025,Mungavin Interchange - SB OFF Ramp,Mungavin Interchange - SB OFF Ramp,59,Regional Continuous,-41.135980122654296,174.84494258015758,false,2026-04-03,Friday,false,2270.0,,2270.0,1,4079.5,363.0,22,0.556,-3.362,MEDIUM,DROP
00230974,Petone - SB ON Ramp,Petone - SB ON Ramp,2,Regional Continuous,-41.22436769554513,174.85771852715826,false,2026-04-20,Monday,false,10976.0,,10976.0,1,14240.5,657.0,22,0.771,-3.351,MEDIUM,DROP
01N21060,Tawa Interchange - NB Through Traffic,Tawa Interchange - NB Through Traffic,1N,Regional Continuous,-41.187792901243526,174.83159293543275,false,2026-04-03,Friday,false,17451.0,,17451.0,2,23789.0,1280.0,22,0.734,-3.34,MEDIUM,DROP
05900014,Taupo Swamp,Taupo Swamp,59,Regional Continuous,-41.05819777666846,174.87609497578796,false,2026-04-20,Monday,false,4478.0,176.0,4302.0,4,8646.5,843.0,22,0.518,-3.335,MEDIUM,DROP
00200899,Nth of Victoria St (Carterton),Nth of Victoria St (Carterton),2,Regional Continuous,-41.02680042934138,175.52565455980582,false,2026-04-06,Monday,false,10163.0,,10163.0,2,13502.0,677.0,22,0.753,-3.327,MEDIUM,DROP
01N01076,Patterson St (Sth of Basin Reserve),Patterson St (Sth of Basin Reserve),1N,Regional Continuous,-41.301861490568044,174.78442030229047,false,2026-04-06,Monday,false,32443.0,,32443.0,2,38966.0,1326.0,9,0.833,-3.318,MEDIUM,DROP
00200957,Sth of Craigs Flat,Sth of Craigs Flat,2,Regional Continuous,-41.132689571832096,175.01881579929966,false,2026-04-06,Monday,false,21974.0,,21974.0,2,27761.5,1177.0,22,0.792,-3.317,MEDIUM,DROP
00200957,Sth of Craigs Flat,Sth of Craigs Flat,2,Regional Continuous,-41.132689571832096,175.01881579929966,false,2026-04-27,Monday,false,21975.0,,21975.0,2,27761.5,1177.0,22,0.792,-3.316,MEDIUM,DROP
01N01077,Ruahine St (Sth of Goa St),Ruahine St (Sth of Goa St),1N,Regional Continuous,-41.30942734263791,174.7913977548842,false,2026-04-03,Friday,false,27484.0,,27484.0,2,34420.5,1416.5,10,0.798,-3.303,MEDIUM,DROP
00200954,Sth of Whakatiki St,Sth of Whakatiki St,2,Regional Continuous,-41.1212893293081,175.04175410843996,false,2026-04-20,Monday,false,21817.0,732.0,21085.0,2,27840.5,1231.5,22,0.784,-3.299,MEDIUM,DROP
00220965,KELSON - Telemetry Site 99 - NB Lanes,KELSON - Telemetry Site 99 - NB Lanes,2,Telemetry,-41.18295836375429,174.94195132186667,false,2026-04-03,Friday,false,14387.0,332.5,14054.5,2,20625.0,1276.0,22,0.698,-3.297,MEDIUM,DROP
01K31017,Te Moana Int Southbound On Ramp,Te Moana Int Southbound On Ramp,1K,Regional Continuous,-40.870793791896254,175.03220160920256,false,2026-04-06,Monday,false,4671.0,82.5,4588.5,1,5384.5,146.0,22,0.867,-3.296,MEDIUM,DROP
01N41003,PP2O â€“ OGR NB Offramp,PP2O – OGR NB Offramp,1N,Regional Continuous,-40.77657484683837,175.14244933973023,false,2026-04-21,Tuesday,false,3401.0,186.0,3215.0,1,4248.5,173.5,22,0.801,-3.295,MEDIUM,DROP
05920025,Mungavin Interchange - NB Through Traffic,Mungavin Interchange - NB Through Traffic,59,Regional Continuous,-41.14091596410872,174.84437730897292,false,2026-04-21,Tuesday,false,1684.0,8.5,1675.5,2,3105.5,291.5,22,0.542,-3.289,MEDIUM,DROP
01K51011,Peka Peka Int Northbound On Ramp,Peka Peka Int Northbound On Ramp,1K,Regional Continuous,-40.8387170967952,175.0876923393239,false,2026-04-03,Friday,false,1079.0,45.0,1034.0,1,1526.0,92.0,22,0.707,-3.277,MEDIUM,DROP
01K51023,Kapiti Rd Int Northbound On Ramp,Kapiti Rd Int Northbound On Ramp,1K,Regional Continuous,-40.906429977448106,175.00223122067783,false,2026-04-27,Monday,false,4508.0,97.5,4410.5,1,6099.5,328.0,22,0.739,-3.273,MEDIUM,DROP
01N11080,,NGAURANGA SH1 - WTOC - SB,,,,,true,2026-04-21,Tuesday,false,6406.0,34.5,6371.5,2,12021.5,1162.5,14,0.533,-3.258,MEDIUM,DROP
00200895,CLAREVILLE - Telemetry Site 80 - Nth of Whites Line,CLAREVILLE - Telemetry Site 80 - Nth of Whites Line,2,Telemetry,-41.002349572598405,175.55655704384648,false,2026-04-03,Friday,false,8951.0,415.5,8535.5,2,12997.5,838.0,22,0.689,-3.257,MEDIUM,DROP
01K11011,Peka Peka Int Mainline Southbound,Peka Peka Int Mainline Southbound,1K,Regional Continuous,-40.8387974809201,175.08773044117217,false,2026-04-21,Tuesday,false,6778.0,957.5,5820.5,2,9490.5,562.0,22,0.714,-3.255,MEDIUM,DROP
01K11017,Te Moana Int Mainline Southbound,Te Moana Int Mainline Southbound,1K,Regional Continuous,-40.87049501996547,175.03228741846956,false,2026-04-06,Monday,false,11456.0,609.5,10846.5,2,8716.0,569.0,22,1.314,3.248,MEDIUM,SURGE
00200908,Nth of Wood St (Greytown),Nth of Wood St (Greytown),2,Regional Continuous,-41.08155016730462,175.45915476880586,false,2026-04-22,Wednesday,false,6980.0,376.0,6604.0,2,8964.0,414.5,22,0.779,-3.228,MEDIUM,DROP
05930025,Mungavin Interchange - SB ON Ramp,Mungavin Interchange - SB ON Ramp,59,Regional Continuous,-41.14067619019408,174.84472805131063,false,2026-04-27,Monday,false,6926.0,100.5,6825.5,1,9069.5,448.0,22,0.764,-3.227,MEDIUM,DROP
00200908,Nth of Wood St (Greytown),Nth of Wood St (Greytown),2,Regional Continuous,-41.08155016730462,175.45915476880586,false,2026-04-12,Sunday,true,4506.0,141.5,4364.5,2,7560.5,641.5,8,0.596,-3.212,MEDIUM,DROP
00250961,Haywards Interchange - SB on ramp from SH58,Haywards Interchange - NB on ramp from SH58,2,Regional Continuous,-41.15933720896325,174.97258947754457,false,2026-04-21,Tuesday,false,2884.0,151.5,2732.5,1,5358.0,520.0,9,0.538,-3.209,MEDIUM,DROP
01K41017,Te Moana Int Northbound Off Ramp,Te Moana Int Northbound Off Ramp,1K,Regional Continuous,-40.870640292634235,175.03171039911066,false,2026-04-21,Tuesday,false,4042.0,77.5,3964.5,1,5255.0,255.0,22,0.769,-3.208,MEDIUM,DROP
01K11027,Poplar Ave Int Mainline Southbound,Poplar Ave Int Mainline Southbound,1K,Regional Continuous,-40.94130705286987,174.9923888045682,false,2026-04-20,Monday,false,9176.0,789.0,8387.0,2,11455.0,480.5,22,0.801,-3.199,MEDIUM,DROP
01N31072,Hawkestone Interchange - SB On Ramp,Hawkestone Interchange - SB On Ramp,1N,Regional Continuous,-41.27570477419336,174.7739707358753,false,2026-04-06,Monday,false,3223.0,,3223.0,1,4705.0,313.0,22,0.685,-3.194,MEDIUM,DROP
05910025,Mungavin Interchange  - SB Through Traffic,Mungavin Interchange  - SB Through Traffic,59,Regional Continuous,-41.14067619019408,174.84472805131063,false,2026-04-13,Monday,false,4006.0,156.5,3849.5,2,6255.5,476.0,22,0.64,-3.188,MEDIUM,DROP
01N21011,PP2O Marycrest- NB Lanes,PP2O Marycrest- NB Lanes,1N,Regional Continuous,-40.83505732872768,175.09081551482907,false,2026-04-02,Thursday,false,15053.0,1422.5,13630.5,2,11143.5,832.0,22,1.351,3.169,MEDIUM,SURGE
00200899,Nth of Victoria St (Carterton),Nth of Victoria St (Carterton),2,Regional Continuous,-41.02680042934138,175.52565455980582,false,2026-04-04,Saturday,true,13030.0,,13030.0,2,10356.0,570.0,8,1.258,3.164,MEDIUM,SURGE
00200890,South of Waingawa Bridge,South of Waingawa Bridge,2,Regional Continuous,-40.965596684725504,175.60779193023703,false,2026-04-01,Wednesday,false,19367.0,1406.0,17961.0,2,18408.0,206.0,14,1.052,3.14,MEDIUM,SURGE
01N20999,PP2O Waitohu Stream - NB Lane,PP2O Waitohu Stream - NB Lane,1N,Regional Continuous,-40.75537184426893,175.161623222827,false,2026-04-03,Friday,false,9361.0,508.0,8853.0,2,6753.5,560.5,22,1.386,3.138,MEDIUM,SURGE
